page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
4	0	8	2	148.850	812.850	358.725	416.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	9	0	28.350	113.400	416.725	428.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	9	1	113.400	148.850	416.725	428.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	9	2	148.850	812.850	416.725	428.725	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	10	0	28.350	113.400	428.725	475.225	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	10	1	113.400	148.850	428.725	475.225	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	10	2	148.850	812.850	428.725	475.225	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	11	0	28.350	113.400	475.225	496.425	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	11	1	113.400	148.850	475.225	496.425	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	11	2	148.850	812.850	475.225	496.425	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	12	0	28.350	113.400	496.425	522.225	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	12	1	113.400	148.850	496.425	522.225	0.500	0.500	0.500	0.500	0	13	202.275	522.475
4	0	12	2	148.850	812.850	496.425	522.225	0.500	0.500	0.500	0.500	0	13	202.275	522.475
6	0	0	0	28.350	829.250	162.275	183.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	0	28.350	56.700	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	1	56.700	92.150	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	2	92.150	222.400	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	3	222.400	255.150	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	4	255.150	361.500	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	5	361.500	396.900	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	6	396.900	450.250	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	7	450.250	503.600	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	8	503.600	652.050	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	9	652.050	737.100	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	1	10	737.100	829.250	183.475	211.825	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	2	0	28.350	829.250	211.825	233.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	0	28.350	56.700	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	1	56.700	92.150	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	2	92.150	222.400	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	3	222.400	255.150	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	4	255.150	361.500	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	5	361.500	396.900	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	6	396.900	450.250	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	7	450.250	503.600	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	8	503.600	652.050	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	9	652.050	737.100	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	3	10	737.100	829.250	233.025	261.375	0.500	0.500	0.500	0.500	0	14	162.025	509.375
