doc	charts	nofill_ser	nofill_reaching	nofill_with_marker	nofill_radar	nofill_frame_border	marker_sppr	dpt_marker_sppr	dpt_nofill	odf_charts	nofill_kinds	marker_detail
batch-008/xls/data_20121018181533.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-009/xls/6f9e605c-fded-11e3-bd0e-00144feab7de.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/xls/INDEX_Digital_Transformation_Toolkits.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/xls/PC1000.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/xls/TOGAF9-Tool-ConfReqts-CSQ.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/xls/Template Pilot Logbook JAR-FCL V3.0.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/xls/cy01_state.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/xls/cy06_primary_np_comm.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	11	11	0	0	0	0	0	0	0	0	barChart	
batch-011/xls/List of EQS securities_0.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-011/xls/RMP 2011-2014 and Inventory.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-011/xls/T0A0D0000090006XLSE.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-012/xls/SIL_TDB605.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-013/xls/ECA Sinters.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-013/xls/NPIAS_2007_App_A.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-013/xls/SIL_TDB609.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-013/xls/npias_2009_appA.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/xls/18-02RD301_ILS_components_Master_9-13-18.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/xls/TICAPCapability_Final.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/xls/aircraft_analysis_2016-04-27.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/xls/capa-liste-nse-1.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/xls/fy2010-aip-grants.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/xls/fy2011-aip-grants.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-015/xls/NPIAS_App_A.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-015/xls/UASEventsNov2014-Aug2015.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-015/xls/grants-2005.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/xls/7-memento-2015-transports-aeriens-b.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/xls/PA_Delaware.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/xls/activespecs.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/xls/laufende-nip-vorhaben-hyland.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/xls/underlying-holdings-emea-en_gb-monthly-holdings-state-street-emu-esg-screened-index-equity-fund.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-017/xls/AIM_OPR_LIST.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-017/xls/CIS_Debian_Linux_8_Benchmark_v1.0.0.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-017/xls/environment-edb-docs-edb-emissions-databank.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-017/xls/orbus_togaf_tool_csq.xls	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
