doc	charts	nofill_ser	nofill_reaching	nofill_with_marker	nofill_radar	nofill_frame_border	marker_sppr	dpt_marker_sppr	dpt_nofill	odf_charts	nofill_kinds	marker_detail
batch-014/doc/omrIMInterpretiveGuideLine.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-015/doc/A320SimNotes.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/doc/150_5300_13_chg8.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/doc/PK_FlugzeugeStricken.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/doc/absrc-pac-01-info-note-en.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-017/doc/762.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-018/doc/120509coss.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-018/doc/A_320.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-019/doc/150_5335_5a.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-020/doc/150_5300_13_chg10.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-020/doc/150_5300_13_chg12.doc	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-020/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	1	0	0	0	0	0	0	0	0	0		
