doc	charts	nofill_ser	nofill_reaching	nofill_with_marker	nofill_radar	nofill_frame_border	marker_sppr	dpt_marker_sppr	dpt_nofill	odf_charts	nofill_kinds	marker_detail
batch-003/ppt/ws_prod-g-doc-Events-2007-Privileges.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-003/ppt/ws_prod-g-doc-Events-2007-september-MDM.032-(ENGLISH)-CZ.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-004/ppt/undp_presentation_revised_17_may.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-004/ppt/ws_prod-g-doc-Events-2007-september-M.017-(French)-France.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-004/ppt/ws_prod-g-doc-Events-industrymeeting18112004-European-Safety-Strategy-Initiative.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-005/ppt/0335fab9-79f0-4944-b92c-f223837ca2d8.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-005/ppt/berlin.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-005/ppt/ws_prod-g-doc-Events-industrymeeting18112004-Aercap.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-006/ppt/ITE106-Chapter 4.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-006/ppt/Lepore.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-006/ppt/pods05.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-006/ppt/ws_prod-g-doc-Events-r-6.-ESM.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-007/ppt/1-secretariat.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-007/ppt/architecture6.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-007/ppt/introduction_to_bea_tuxedo.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-007/pptx/bitesize-writing-a-report.pptx	2	0	0	0	0	0	0	0	0	0		
batch-007/pptx/flying-by-numbers-presentation.pptx	1	0	0	0	0	0	0	0	0	0		
batch-008/ppt/71393_pp7.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-008/ppt/Framing Europe.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-008/ppt/concepts-surrounding-cloud-computing-carolyn-kranz-and-rich-prem-gb-seattle-2011.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-008/ppt/joint_user_outcomes_michael_fullerton_29.06.12.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-008/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	6	5	2	2	0	0	2	0	0	0	barChart scatterChart	scatterChart/circle:fill=gradFill,ln=solidFill
batch-009/ppt/8.16_AOD_FINAL_Provider_Training_Presentation_9_2009.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-009/ppt/Airport Planning 09112013.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-009/ppt/EG1_dsrc tech.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-009/ppt/Employment-Based_I-485.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/ppt/Fundamentals_Module_1_basics.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/ppt/W3_Case_Study_of_a_Tsunami_Warning_Simulation_Exercise_Ed.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/ppt/iep-amount-frequency-for-webinar.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-010/pptx/southern-classic-kennesaw-state-university-final.pptx	21	8	0	0	0	0	0	0	5	0	barChart	
batch-011/ppt/BUS-Chapter 05.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-011/pptx/171128IPAP.pptx	9	0	0	0	0	0	5	0	0	0		lineChart/circle:fill=solidFill,ln=noFill | lineChart/circle:fill=solidFill,ln=solidFill | lineChart/square:fill=solidFill,ln=solidFill
batch-011/pptx/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.pptx	1	0	0	0	0	0	0	0	0	0		
batch-012/pptx/1_Country-Updates_DRC_English.pptx	3	2	0	0	0	0	3	0	0	0	barChart	lineChart/circle:fill=solidFill,ln=solidFill
batch-012/pptx/3495.pptx	4	4	0	0	0	0	0	0	8	0	pieChart	
batch-012/pptx/Sylva%20introduction%20session.pptx	1	1	0	0	0	0	0	0	3	0	doughnutChart	
batch-013/ppt/JesuitAssocOfStudentPersonnel.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-013/ppt/RRM-training-syllabus-Chapter-3-Teamwork-TC-Towing-Incident-Analysis-Dec-2009.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-013/ppt/gillikin_online_user_mtg_2010.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-013/pptx/3492.pptx	4	0	0	0	0	0	0	0	0	0		
batch-014/ppt/Thailand17.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/ppt/ws_prod-g-doc-Events-2008-February-5-NATO-activities.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-014/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	1	1	0	0	0	0	0	0	0	0	barChart	
batch-014/pptx/N2_E_Maestroni_Swarm_COP.pptx	1	0	0	0	0	0	0	0	0	0		
batch-015/ppt/2015-Civil-Rights-Website-training.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-015/ppt/Aerospace_Journey_of_Flight_Chapter_BCB1637572DA6.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-015/ppt/FAA_Form_337.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-015/ppt/hofman.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/ppt/pres_ioc_phuket.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-016/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	1	1	1	1	0	0	1	0	0	0	scatterChart	scatterChart/circle:fill=solidFill,ln=solidFill
batch-017/ppt/Architecture.ppt	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	not-a-zip	
batch-017/pptx/Demick_JetBlue.pptx	5	0	0	0	0	0	0	0	0	0		
batch-017/pptx/RPA P4 - Advanced Material.pptx	1	0	0	0	0	0	0	0	0	0		
