words/batch-013/docx/bulletin.docx	docx	14/14	3244/3253	6/5	0	match	3283/3292
words/batch-013/docx/easa-regulations-update-20.docx	docx	22/22	2738/2738	5/5	0	match	2844/2844
words/batch-013/docx/template---tpr-technical-progress-report-with-guidance.docx	docx	8/7	1840/1842	8/8	0	pages	1885/1887
words/batch-014/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	doc	12/12	2797/2797	5/5	0	match	2797/2798
words/batch-014/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	doc	9/9	2120/2124	3/5	0	match	2158/2163
words/batch-014/doc/Reid.doc	doc	4/4	1553/1553	5/6	0	match	1570/1570
words/batch-014/doc/omrIMInterpretiveGuideLine.doc	doc	2/2	376/382	4/4	0	match	377/383
words/batch-014/docx/FO.FCTOA.00010 Application for a Part-ORA ATO Approval.docx	docx	15/16	4456/4513	6/7	0	pages	4518/4578
words/batch-014/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	docx	3/3	615/615	7/7	0	match	627/627
words/batch-014/docx/SPA-11_mcar_part-11_v2.9.docx	docx	49/49	14007/13948	3/3	0	match	14034/13975
words/batch-014/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	docx	18/18	3899/3667	5/5	0	words	4007/3762
words/batch-014/docx/gpp-pr-top-7-office-markets-4q-2023.docx	docx	4/4	1067/1075	3/5	0	match	1101/1109
words/batch-014/docx/xx_SETIS_PWS_template_10.19.22.docx	docx	15/15	4375/4923	6/6	0	words	4432/4980
words/batch-015/doc/644730BRI0mna000BOX361539B00public0.doc	doc	5/5	2327/2328	7/7	0	match	2338/2339
words/batch-015/doc/A320SimNotes.doc	doc	41/42	13845/13919	6/10	0	pages	15003/14999
words/batch-015/doc/info-bulletin-601.doc	doc	5/6	1298/1302	5/5	0	pages	1316/1320
words/batch-015/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	docx	9/9	4469/4469	8/8	0	match	4604/4604
words/batch-015/docx/1_tpr_template__from_fy14_.docx	docx	8/8	3563/3565	10/10	0	match	3579/3581
words/batch-015/docx/B11. TE.CAO.00129  Experience  logbook.docx	docx	6/6	1329/1247	6/6	0	words	1359/1276
words/batch-015/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	docx	18/18	6394/6395	4/5	0	match	6449/6453
words/batch-015/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	docx	6/6	1168/1098	6/6	0	words	1190/1118
words/batch-015/docx/exhibit-06---technical-architecture-template.docx	docx	8/8	1094/1085	12/12	0	match	1105/1094
words/batch-015/docx/hdss-bulletin-issue-285-25-june-2025.docx	docx	10/10	3587/3529	7/7	0	match	3650/3592
words/batch-016/doc/150_5300_13_chg8.doc	doc	20/18	8563/8512	8/8	0	pages	8625/8573
words/batch-016/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	doc	1/1	332/332	3/4	0	match	338/337
words/batch-016/doc/PK_FlugzeugeStricken.doc	doc	7/7	1394/1408	7/7	0	match	1441/1452
words/batch-016/doc/SFSP_2013-02_Bulletin.doc	doc	4/4	935/942	6/6	0	match	957/965
words/batch-016/doc/absrc-pac-01-info-note-en.doc	doc	6/7	1299/1303	4/5	0	pages	1322/1326
words/batch-016/docx/231164_SystemDesignDocument.docx	docx	28/28	6603/6562	6/6	0	match	6738/6709
words/batch-016/docx/AFS-050-004-F2_0i.docx	docx	8/8	2227/2228	9/9	0	match	2383/2384
words/batch-016/docx/JEMIT_Template.docx	docx	4/4	1636/1627	10/10	0	match	1706/1697
words/batch-016/docx/TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook.docx	docx	15/15	2675/2793	6/6	0	words	3056/3177
words/batch-016/docx/fleetfastfacts16nov2023.docx	docx	1/1	120/120	6/5	0	match	129/129
words/batch-017/doc/2013_11.doc	doc	8/8	2607/2607	8/9	0	match	2629/2635
words/batch-017/doc/762.doc	doc	22/23	4120/4122	8/8	0	pages	4144/4146
words/batch-017/docx/03_Technical_Report_(progress)_template.docx	docx	10/10	1412/1409	6/6	0	match	1433/1430
words/batch-017/docx/AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024.docx	docx	12/15	2068/2125	6/6	0	pages,words	2211/2259
words/batch-017/docx/Agile_Arc_SysDes.docx	docx	20/20	5704/5737	11/11	0	match	5790/5822
