label	count	thickness_pt
Q138	1	0.6632
Q139	1	0.6632
Q140	1	0.4581
Q141	1	0.7572
Q142	1	0.7572
Q143	1	0.5230
Q144	1	0.8539
Q145	1	0.8539
Q146	1	0.5898
Q147	1	0.9479
Q148	1	0.9479
Q149	1	0.6547
Q150	1	1.0418
Q151	1	1.0418
Q152	1	0.7196
Q153	1	1.1358
Q154	1	1.1358
Q155	1	0.7846
Q156	1	1.3265
Q157	1	1.3265
Q158	1	0.9162
Q159	1	1.5144
Q160	1	1.5144
Q161	1	1.0461
Q162	1	1.7050
Q163	1	1.7050
Q164	1	1.1777
Q165	1	1.8957
Q166	1	1.8957
Q167	1	1.3094
Q168	1	2.2743
Q169	1	2.2743
Q170	1	1.5709
Q171	1	2.6529
Q172	1	2.6529
Q173	1	1.8324
Q174	1	3.4102
Q175	1	3.4102
Q176	1	2.3554
Q177	1	4.5460
Q178	1	4.5460
Q179	1	3.1400
Q180	1	0.3005
Q181	1	0.3005
Q182	1	0.3005
Q183	1	0.3501
Q184	1	0.3501
Q185	1	0.3501
Q186	1	0.3997
Q187	1	0.3997
Q188	1	0.3997
Q189	1	0.4507
Q190	1	0.4507
Q191	1	0.4507
Q192	1	0.5003
Q193	1	0.5003
Q194	1	0.5003
Q195	1	0.5499
Q196	1	0.5499
Q197	1	0.5499
Q198	1	0.5995
Q199	1	0.5995
Q200	1	0.5995
Q201	1	0.7002
Q202	1	0.7002
Q203	1	0.7002
Q204	1	0.7994
Q205	1	0.7994
Q206	1	0.7994
Q207	1	0.9000
Q208	1	0.9000
Q209	1	0.9000
Q210	1	1.0006
Q211	1	1.0006
Q212	1	1.0006
Q213	1	1.2005
Q214	1	1.2005
Q215	1	1.2005
Q216	1	1.4003
Q217	1	1.4003
Q218	1	1.4003
Q219	1	1.8000
Q220	1	1.8000
Q221	1	1.8000
Q222	1	2.3995
Q223	1	2.3995
Q224	1	2.3995
Q225	1	0.2641
Q226	1	0.2641
Q227	1	0.2993
Q228	1	0.3077
Q229	1	0.3077
Q230	1	0.3487
Q231	1	0.3513
Q232	1	0.3513
Q233	1	0.3981
Q234	1	0.3961
Q235	1	0.3961
Q236	1	0.4490
Q237	1	0.4398
Q238	1	0.4398
Q239	1	0.4983
Q240	1	0.4833
Q241	1	0.4833
Q242	1	0.5478
Q243	1	0.5269
Q244	1	0.5269
Q245	1	0.5972
Q246	1	0.6154
Q247	1	0.6154
Q248	1	0.6974
Q249	1	0.7026
Q250	1	0.7026
Q251	1	0.7962
Q252	1	0.7910
Q253	1	0.7910
Q254	1	0.8965
Q255	1	0.8794
Q256	1	0.8794
Q257	1	0.9967
Q258	1	1.0551
Q259	1	1.0551
Q260	1	1.1957
Q261	1	1.2307
Q262	1	1.2307
Q263	1	1.3949
Q264	1	1.5820
Q265	1	1.5820
Q266	1	1.7930
Q267	1	2.1090
Q268	1	2.1090
Q269	1	2.3902
