label	count	thickness_pt
Q186	1	0.4000
Q187	1	0.4000
Q188	1	0.4000
Q189	1	0.4500
Q190	1	0.4500
Q191	1	0.4500
Q192	1	0.5000
Q193	1	0.5000
Q194	1	0.5000
Q195	1	0.5500
Q196	1	0.5500
Q197	1	0.5500
Q198	1	0.6000
Q199	1	0.6000
Q200	1	0.6000
Q201	1	0.7000
Q202	1	0.7000
Q203	1	0.7000
Q204	1	0.7999
Q205	1	0.8000
Q206	1	0.7999
Q207	1	0.9000
Q208	1	0.9000
Q209	1	0.9000
Q210	1	1.0000
Q211	1	1.0000
Q212	1	1.0000
Q213	1	1.2000
Q214	1	1.2000
Q215	1	1.2000
Q216	1	1.4000
Q217	1	1.4000
Q218	1	1.4000
Q219	1	1.8000
Q220	1	1.8000
Q221	1	1.8000
Q222	1	2.4000
Q223	1	2.4000
Q224	1	2.4000
Q225	1	0.2637
Q226	1	0.2637
Q227	1	0.2988
Q228	1	0.3076
Q229	1	0.3076
Q230	1	0.3487
Q231	1	0.3516
Q232	1	0.3516
Q233	1	0.3984
Q234	1	0.3955
Q235	1	0.3955
Q236	1	0.4484
Q237	1	0.4394
Q238	1	0.4395
Q239	1	0.4980
Q240	1	0.4834
Q241	1	0.4834
Q242	1	0.5479
Q243	1	0.5273
Q244	1	0.5273
Q245	1	0.5976
Q246	1	0.6152
Q247	1	0.6152
Q248	1	0.6971
Q249	1	0.7031
Q250	1	0.7031
Q251	1	0.7969
Q252	1	0.7910
Q253	1	0.7910
Q254	1	0.8965
Q255	1	0.8789
Q256	1	0.8789
Q257	1	0.9961
Q258	1	1.0547
Q259	1	1.0547
Q260	1	1.1953
Q261	1	1.2305
Q262	1	1.2305
Q263	1	1.3946
Q264	1	1.5820
Q265	1	1.5820
Q266	1	1.7930
Q267	1	2.1094
Q268	1	2.1094
Q269	1	2.3906
