0.0186	65.552	65.633	list-label-overrun.docx	16	label
0.0737	89.609	89.635	list-label-overrun.docx	17	that
0.1190	110.411	110.392	list-label-overrun.docx	18	fits.
0.0000	74.700	74.800	list-label-overrun.docx	19	1.
0.0000	92.700	92.800	list-label-overrun.docx	20	Within
0.0710	125.265	125.294	list-label-overrun.docx	21	one
0.0000	74.700	74.800	list-label-overrun.docx	22	2.
0.0000	92.700	92.800	list-label-overrun.docx	23	Within
0.0710	125.265	125.294	list-label-overrun.docx	24	two
0.0000	56.700	56.800	list-label-overrun.fodt	1	A
0.0186	65.552	65.633	list-label-overrun.fodt	2	label
0.0737	89.609	89.635	list-label-overrun.fodt	3	wider
0.1287	117.571	117.542	list-label-overrun.fodt	4	than
0.1598	140.570	140.510	list-label-overrun.fodt	5	its
0.1889	153.568	153.479	list-label-overrun.fodt	6	stop.
0.0000	56.700	56.800	list-label-overrun.fodt	7	Paragraph
0.0984	104.395	104.397	list-label-overrun.fodt	8	1)
-0.0339	145.566	145.700	list-label-overrun.fodt	9	Overrun
0.0507	184.899	184.948	list-label-overrun.fodt	10	one
0.0000	56.700	56.800	list-label-overrun.fodt	11	Paragraph
0.0984	104.395	104.397	list-label-overrun.fodt	12	2)
-0.0339	145.566	145.700	list-label-overrun.fodt	13	Overrun
0.0507	184.899	184.948	list-label-overrun.fodt	14	two
0.0000	56.700	56.800	list-label-overrun.fodt	15	A
0.0186	65.552	65.633	list-label-overrun.fodt	16	label
0.0737	89.609	89.635	list-label-overrun.fodt	17	that
0.1190	110.411	110.392	list-label-overrun.fodt	18	fits.
0.0000	74.700	74.800	list-label-overrun.fodt	19	1.
0.0000	92.700	92.800	list-label-overrun.fodt	20	Within
0.0710	125.265	125.294	list-label-overrun.fodt	21	one
0.0000	74.700	74.800	list-label-overrun.fodt	22	2.
0.0000	92.700	92.800	list-label-overrun.fodt	23	Within
0.0710	125.265	125.294	list-label-overrun.fodt	24	two
0.0000	56.700	56.800	list-label-overrun.doc	1	A
0.0186	65.552	65.633	list-label-overrun.doc	2	label
0.0737	89.609	89.635	list-label-overrun.doc	3	wider
0.1287	117.571	117.542	list-label-overrun.doc	4	than
0.1598	140.570	140.510	list-label-overrun.doc	5	its
0.1889	153.568	153.479	list-label-overrun.doc	6	stop.
0.0000	56.700	56.800	list-label-overrun.doc	7	Paragraph
0.0984	104.395	104.397	list-label-overrun.doc	8	1)
-0.0000	127.600	127.700	list-label-overrun.doc	9	Overrun
0.0846	166.933	166.948	list-label-overrun.doc	10	one
0.0000	56.700	56.800	list-label-overrun.doc	11	Paragraph
0.0984	104.395	104.397	list-label-overrun.doc	12	2)
-0.0000	127.600	127.700	list-label-overrun.doc	13	Overrun
0.0846	166.933	166.948	list-label-overrun.doc	14	two
0.0000	56.700	56.800	list-label-overrun.doc	15	A
0.0186	65.552	65.633	list-label-overrun.doc	16	label
0.0737	89.609	89.635	list-label-overrun.doc	17	that
0.1190	110.411	110.392	list-label-overrun.doc	18	fits.
0.0000	74.700	74.800	list-label-overrun.doc	19	1.
0.0000	92.700	92.800	list-label-overrun.doc	20	Within
0.0710	125.265	125.294	list-label-overrun.doc	21	one
0.0000	74.700	74.800	list-label-overrun.doc	22	2.
0.0000	92.700	92.800	list-label-overrun.doc	23	Within
0.0710	125.265	125.294	list-label-overrun.doc	24	two
