# side=ours binary=/home/user/wt-odpfoot/dotnet/tools/Paperless.Cli/bin/Debug/net10.0/linux-x64/Paperless.Cli version=d766db3778c3cac048fb6488d5f44ae503c30616
path	status	rc	pages	words	rawwords	glyphs	fonts	unemb
slides/done-006/pptx/Stakeholders-v08052017 - v5.pptx	OK	0	13	545	612	3388	7	0
slides/done-006/pptx/iris07.12.12.pptx	OK	0	21	871	927	4795	9	0
slides/done-006/pptx/nabiyeleul_1_aviation_service_28_july_2020.pptx	OK	0	9	554	604	3146	4	0
slides/done-006/pptx/social-media-app-bulletin-january.pptx	OK	0	4	788	792	4001	4	0
slides/done-006/pptx/wopanets-innovationdays-06-16.pptx	OK	0	15	563	626	3625	3	0
slides/done-007/ppt/1-secretariat.ppt	OK	0	10	150	216	1034	3	0
slides/done-007/ppt/71393_pp7.ppt	OK	0	39	2151	2373	12475	6	0
slides/done-007/ppt/introduction_to_bea_tuxedo.ppt	OK	0	40	1767	1966	9931	7	0
slides/done-007/ppt/joint_user_outcomes_michael_fullerton_29.06.12.ppt	OK	0	20	1917	2012	9836	7	0
slides/done-007/pptx/10. Drawings, circuit diagrams and schematics.pptx	OK	0	23	1501	1520	8444	4	0
slides/done-007/pptx/BHCA Part II webinar #2 - 10.2020.pptx	OK	0	21	1408	1454	7358	6	0
slides/done-007/pptx/Boeing 737 Max - Group 5.pptx	OK	0	2	7	7	27	1	0
slides/done-007/pptx/PAL Block Intro 2023.pptx	OK	0	20	1461	1562	8225	7	0
slides/done-007/pptx/bitesize-writing-a-report.pptx	OK	0	15	654	705	3791	5	0
slides/done-007/pptx/flying-by-numbers-presentation.pptx	OK	0	10	545	575	2379	7	0
slides/done-008/ppt/8.16_AOD_FINAL_Provider_Training_Presentation_9_2009.ppt	OK	0	94	4311	4521	22481	6	0
slides/done-008/ppt/EG1_dsrc tech.ppt	OK	0	26	2034	2178	11132	6	0
slides/done-008/ppt/Framing Europe.ppt	OK	0	24	2237	2300	11542	4	0
slides/done-008/ppt/RESPA_-_Section_8_Webinar.ppt	OK	0	35	2573	2762	13293	5	0
slides/done-008/ppt/concepts-surrounding-cloud-computing-carolyn-kranz-and-rich-prem-gb-seattle-2011.ppt	OK	0	36	2459	2636	13459	5	0
