# corpus=/home/user/corpus-odf  XML census only, nothing rendered.
# defaults: header/footer/date-time visible, page-number NOT (HeaderFooterSettings())
path	status	pages	running_alnum	on_footer	on_date	on_pagenum	on_header	stated	defaulted
slides/done-009/odp/airbus-powerpoint-presentation-2019-20-without-video_diy_2019-20.odp	OK	38	0	0	0	0	0	114	0
slides/done-009/odp/iep-amount-frequency-for-webinar.odp	OK	39	0	0	0	0	0	114	0
slides/done-009/odp/redac-sas-201403-ppt-portfolio-rev-sim.odp	OK	14	0	0	0	0	0	13	0
slides/done-010/odp/BUS-Chapter 05.odp	OK	50	0	0	0	0	0	0	0
slides/done-010/odp/BasicMed_AME_Presentation.odp	OK	18	0	0	0	0	0	38	0
slides/done-010/odp/Copy of Full deck with references Promotion of Outside Interests at Work final(1).odp	OK	33	27	0	0	15	0	99	0
slides/done-010/odp/DoIRD Meeting 16JAN14 v1-1.odp	OK	15	0	0	0	0	0	45	0
slides/done-010/odp/John_Broggio__RSS_Campion_event_John_Broggio.odp	OK	25	0	0	0	0	0	48	0
slides/done-010/odp/REDAC Briefing_SSIT_CARA_08132014.ppt.odp	OK	14	185	12	0	12	0	39	0
slides/done-010/odp/Sector_Skills_Insights_Advanced_Manufacturing_summary_slide_pack.odp	OK	24	32	0	0	19	0	72	0
slides/done-010/odp/Tax factsheet 2022 (1).odp	OK	27	0	0	0	0	0	0	0
slides/done-010/odp/passiv.odp	OK	21	0	0	0	0	0	63	0
slides/done-010/odp/section_1_our_rights_presentation.odp	OK	30	0	0	0	0	0	0	0
slides/done-011/odp/171128IPAP.odp	OK	40	3	0	0	2	0	95	0
slides/done-011/odp/1_Country-Updates_DRC_English.odp	OK	16	12	0	0	8	0	16	0
slides/done-011/odp/23-session-2-pptx.odp	OK	16	0	0	0	0	0	0	0
slides/done-011/odp/3492.odp	OK	22	0	0	0	0	0	65	0
slides/done-011/odp/3495.odp	OK	26	0	0	0	0	0	0	0
slides/done-011/odp/B2B-Center-Readiness-and-Student-Retention.odp	OK	33	0	0	0	0	0	0	0
slides/done-011/odp/NAS-Infrastructure-Roadmaps-v16.0.odp	OK	137	4	0	0	2	0	136	0
slides/done-011/odp/Session-1-Presentation-Reporting-Forms-Form-12-final.odp	OK	15	0	0	0	0	0	45	0
slides/done-011/odp/_1___Opatrny_Ales_United_Kingdom_business_opportunities_final.odp	OK	25	41	0	0	25	0	75	0
slides/done-011/odp/order-of-worship-ppt-revised-2018.odp	OK	28	0	0	0	0	0	59	0
slides/done-012/odp/429_BLISc 2019 IInd Sem.  PAPER-7 UNIT 3.odp	OK	20	0	0	0	0	0	60	0
slides/done-012/odp/County ACHS Presentaion Webinar 8-16-16 Peg.odp	OK	26	42	0	0	25	0	78	0
slides/done-012/odp/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.odp	OK	39	800	24	0	31	0	97	0
slides/done-012/odp/JesuitAssocOfStudentPersonnel.odp	OK	31	0	31	31	0	0	93	0
slides/done-012/odp/REDAC briefing March12-13-2014jemvbFINAL.ppt.odp	OK	25	0	0	0	0	0	46	0
slides/done-012/odp/SRDMG(16)024_60 GHz onboard airplanes.odp	OK	26	0	0	0	0	0	0	0
slides/done-012/odp/Sean Monogue.odp	OK	15	0	0	0	0	0	45	0
slides/done-012/odp/gillikin_online_user_mtg_2010.odp	OK	40	0	0	0	0	0	120	0
slides/done-012/odp/vv_summit_SAIC-PRESENTATION_FAA-V&V-Summit_508c.odp	OK	19	0	0	0	0	0	2	0
slides/done-012/odp/vvsummit2022-SAIC-PRESENTATION.odp	OK	19	0	0	0	0	0	2	0
slides/done-013/odp/2014BSA_Sunday_Killion.odp	OK	50	0	0	0	0	0	0	0
slides/done-013/odp/2015-Civil-Rights-Website-training.odp	OK	95	0	0	0	0	0	285	0
slides/done-013/odp/FAA_Form_337.odp	OK	67	0	0	0	0	0	201	0
slides/done-013/odp/PRM_training.odp	OK	22	0	0	0	0	0	66	0
slides/done-013/odp/Structural Testing.odp	OK	92	173	0	0	91	0	276	0
slides/done-013/odp/chapter_4_0.odp	OK	54	0	0	0	0	0	109	0
slides/done-013/odp/hofman.odp	OK	13	0	0	13	0	0	39	0
slides/done-013/odp/redac-sas-201703-hf-research-division.odp	OK	14	0	0	0	0	0	0	0
slides/done-013/odp/schematicplaymar21.odp	OK	21	0	0	0	0	0	0	0
slides/done-013/odp/ws_prod-g-doc-Events-2008-February-5-NATO-activities.odp	OK	13	0	12	12	0	0	39	0
slides/done-014/odp/Aerospace_Journey_of_Flight_Chapter_BCB1637572DA6.odp	OK	26	0	0	0	0	0	0	0
slides/done-014/odp/Presentation - Identify Components of the Airport (1).odp	OK	12	0	0	0	0	0	36	0
slides/done-014/odp/Reporting_responsibilities_matrix.odp	OK	268	0	0	0	0	0	798	0
slides/done-014/odp/Snowbirds_High_Show.odp	OK	41	0	0	0	0	0	123	0
slides/done-014/odp/Technical_Report_Elements[1].odp	OK	39	0	0	0	0	0	117	0
slides/done-014/odp/redac-nasops-201503-RIRP-portfolio-update.odp	OK	46	0	0	0	0	0	8	0
slides/done-014/odp/redac-sas-201509-asisp-research.odp	OK	45	74	0	0	41	0	63	0
slides/done-014/odp/schematicplay.odp	OK	21	0	0	0	0	0	0	0
slides/done-014/odp/servicedesk-plus-overviewfinal.odp	OK	66	0	0	0	0	0	198	0
slides/done-014/odp/vvsummit2022-Research-Roadmap-and-the-UML-3-Operational-Integration-Assessment.odp	OK	33	0	0	0	0	0	34	0
slides/done-015/odp/1200-Assigning-Club-officers.odp	OK	16	0	0	0	0	0	48	0
slides/done-015/odp/Architecture.odp	OK	29	0	0	0	0	0	87	0
slides/done-015/odp/RPA P4 - Advanced Material.odp	OK	20	19	0	0	13	0	57	0
slides/done-015/odp/Wildlife for REDAC September 11.odp	OK	41	2	0	0	1	0	120	0
slides/extra-001/odp/FAAAIandtheArtandScienceofV&Vfinal.odp	OK	30	2	0	0	1	0	29	0
slides/metrics-001/odp/Ramp Up Campaign - French.odp	OK	6	0	0	0	0	0	18	0
slides/missing-001/odp/NWD-GLA-Community-Outreach-Day-Oct-2025.odp	OK	13	0	0	0	0	0	39	0
