path	part	axis	crosses	crossesAt	tickLblPos	deleted	min	max	spans_zero
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	xl/charts/chart3.xml	catAx	autoZero		nextTo	0	27.74	41.94	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	xl/charts/chart4.xml	catAx	autoZero		nextTo	0	0	9.88	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	xl/charts/chart1.xml	catAx	autoZero		nextTo	0	32.33	37.35	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	xl/charts/chart2.xml	catAx	autoZero		nextTo	0	0	9.219	0
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	xl/charts/chart2.xml	catAx		0	low	0	-900	5700	1
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	xl/charts/chart1.xml	catAx		0	low	0	-1100	5700	1
sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	xl/charts/chart21.xml	catAx	autoZero		nextTo	1	6.525e+05	1.924e+06	0
sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	1	4.25e+04	1.205e+06	0
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	0.3117	1.325e+06	0
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	1	0.3117	1.325e+06	0
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	xl/charts/chart11.xml	dateAx	autoZero		nextTo	0	-20	25	1
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	1	-20	25	1
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	xl/charts/chart31.xml	catAx	autoZero		nextTo	0	2476	4000	0
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	xl/charts/chart22.xml	catAx	autoZero		nextTo	0	10	800	0
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	xl/charts/chart13.xml	catAx	autoZero		nextTo	0	0	4000	0
sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	1.41e+04	6.33e+04	0
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	7500	2.5e+05	0
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	0	3500	0
sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	xl/charts/chart11.xml	dateAx	autoZero		nextTo	0	1.4	4.2	0
sheets/chartset-010/xlsx/065_Weight_loss_tracker_ff1c89af.xlsx	xl/charts/chart11.xml	dateAx	autoZero		nextTo	0	172	177.6	0
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	xl/charts/chart1.xml	catAx	autoZero		nextTo	0	1	4.458e+04	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	xl/charts/chart31.xml	catAx	autoZero		nextTo	0	2e+04	8e+04	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	0	4e+04	1.2e+06	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	xl/charts/chart23.xml	catAx	autoZero		nextTo	0	1.4e+05	6.2e+06	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	xl/charts/chart21.xml	catAx	autoZero		nextTo	0	0	5500	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	0	120	6800	0
sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	1.41e+04	6.33e+04	0
sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	656.2	1.565e+07	0
sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	4.963e+04	6.33e+04	0
sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	xl/charts/chart1.xml	catAx	autoZero		nextTo	0	125	893	0
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	xl/charts/chart1.xml	catAx	autoZero		nextTo	0	125	893	0
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	xl/charts/chart2.xml	catAx	autoZero		nextTo	0	435	745	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	xl/charts/chart31.xml	catAx	autoZero		nextTo	0	0	1.5e+04	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	xl/charts/chart22.xml	catAx	autoZero		nextTo	0	0	4800	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	xl/charts/chart13.xml	catAx	autoZero		nextTo	0	0	9e+04	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	xl/charts/chart44.xml	catAx	autoZero		nextTo	0	0	1.2e+04	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	xl/charts/chart21.xml	catAx	autoZero		nextTo	0	1	5	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	0	2	3	0
sheets/chartset-013/xlsx/001_Contextures_chart_sample_b089bc34.xlsx	xl/charts/chart1.xml	dateAx	autoZero		nextTo	0	29	118	0
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	xl/charts/chart21.xml	catAx	autoZero		nextTo	0	2.13e+04	1.355e+06	0
sheets/chartset-013/xlsx/031_Business_expense_budget_f3a46278.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	0	-3744	1.409e+05	1
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	xl/charts/chart21.xml	catAx	autoZero		nextTo	0	0	1.377e+05	0
sheets/chartset-013/xlsx/032_Business_expenses_budget_d377eaab.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	0	2.13e+04	6.591e+05	0
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	xl/charts/chart21.xml	catAx	autoZero		nextTo	0	50	302	0
sheets/chartset-013/xlsx/033_Event_planning_tracker_Use_this_template_f29a848e.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	0	9000	5.436e+04	0
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	xl/charts/chart21.xml	catAx	autoZero		nextTo	0	0	301.7	0
sheets/chartset-013/xlsx/035_Project_plan_for_law_firms_aa2d4462.xlsx	xl/charts/chart12.xml	catAx	autoZero		nextTo	0	0	1.056e+05	0
sheets/chartset-013/xlsx/043_Buy_a_car_vs._rideshare_ff07c7e6.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	0	1.234e+04	0
sheets/chartset-013/xlsx/049_Expenses_calculator_c351f3d0.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	3	130	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	xl/charts/chart31.xml	catAx	autoZero		nextTo	0	0	1.5e+04	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	xl/charts/chart22.xml	catAx	autoZero		nextTo	0	0	4800	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	xl/charts/chart13.xml	catAx	autoZero		nextTo	0	0	9e+04	0
sheets/chartset-014/xlsx/027_Simple_personal_cash_flow_statement_675c6584.xlsx	xl/charts/chart44.xml	catAx	autoZero		nextTo	0	0	1.2e+04	0
sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	6.3	72	0
sheets/chartset-014/xlsx/038_Baby_growth_chart_bb9cd672.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	1	6.3	72	0
sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	6.3	72	0
sheets/chartset-014/xlsx/039_Baby_growth_tracker_e295ae56.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	1	6.3	72	0
sheets/chartset-014/xlsx/045_Check_register_with_chart_4becb8a0.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	35.2	961.8	0
sheets/chartset-014/xlsx/048_Expense_trends_budget_18d1e8ba.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	1	0	441	0
sheets/chartset-014/xlsx/064_Small_business_cash_flow_Use_this_template_0a640756.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	0	0	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart7.xml	catAx	autoZero		nextTo	0	1	5	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart1.xml	catAx	autoZero		nextTo	0	1	21	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart2.xml	catAx	autoZero		nextTo	0	1	7	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart3.xml	catAx	autoZero		nextTo	0	1	9	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart8.xml	catAx	autoZero		nextTo	0	1	3	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart4.xml	catAx	autoZero		nextTo	0	1	15	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart5.xml	catAx	autoZero		nextTo	0	1	16	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart6.xml	catAx	autoZero		nextTo	0	1	13	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart9.xml	catAx	autoZero		nextTo	0	1	3	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart10.xml	catAx	autoZero		nextTo	0	1	2	0
sheets/done-010/xlsx/Keywords_Mapping_Graphs_and_Charts.xlsx	xl/charts/chart11.xml	catAx	autoZero		nextTo	0	1	3	0
slides/ceiling-001/pptx/N2_E_Maestroni_Swarm_COP.pptx	ppt/charts/chart1.xml	catAx		41589	nextTo	0	1	4.172e+04	0
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	73	548	0
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	ppt/charts/chart6.xml	catAx	autoZero		nextTo	0	1	893	0
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	ppt/charts/chart5.xml	catAx	autoZero		nextTo	0	3	938	0
slides/ceiling-002/pptx/8_P-Pavese_AIRBUS-ATB-journee-CRATB.pptx	ppt/charts/chart4.xml	dateAx	autoZero		nextTo	0	0	297	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart5.xml	catAx	autoZero		nextTo		0.007881	3.513	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart5.xml	catAx	autoZero		none	1	0.007881	3.513	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart4.xml	catAx	autoZero		nextTo		3.015e+07	1.711e+08	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart4.xml	catAx	autoZero		none	1	3.015e+07	1.711e+08	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart3.xml	catAx		0	nextTo		7.818e-05	0.0005319	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo		-5.5e+04	1.075e+06	1
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo		0.7137	3.109e+09	0
slides/ceiling-002/pptx/Demick_JetBlue.pptx	ppt/charts/chart1.xml	catAx	autoZero		none	1	0.7137	3.109e+09	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart5.xml	catAx	autoZero		nextTo	0	15.4	17	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart4.xml	catAx	autoZero		nextTo	0	1.5	11.2	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart6.xml	catAx	autoZero		nextTo	0	10.3	17	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart8.xml	catAx	autoZero		nextTo	0	0.7178	0.8564	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart7.xml	catAx	autoZero		nextTo	1	1	5	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart3.xml	catAx	autoZero		nextTo	0	1.8	3.43	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart1.xml	dateAx	autoZero		nextTo	0	33.36	62.7	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo	0	123	5212	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart17.xml	catAx	autoZero		nextTo	0	0.06425	0.2317	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart16.xml	catAx	autoZero		nextTo	0	2.561	41.35	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart18.xml	catAx	autoZero		nextTo	0	4	12.7	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart20.xml	catAx	autoZero		nextTo	0	-0.8524	0.5596	1
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart15.xml	catAx	autoZero		nextTo	0	7.599	14.58	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart14.xml	catAx	autoZero		nextTo	0	12.98	17.22	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart10.xml	catAx	autoZero		nextTo	0	343	468	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart9.xml	catAx	autoZero		nextTo	0	0.833	0.849	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart11.xml	catAx	autoZero		nextTo	1	51.22	56.99	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart13.xml	catAx	autoZero		nextTo	0	1.897	28.9	0
slides/chart-001/pptx/southern-classic-kennesaw-state-university-final.pptx	ppt/charts/chart12.xml	catAx	autoZero		nextTo	0	-0.027	0.096	1
slides/chartset-001/pptx/bar_chart.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	4	73	0
slides/chartset-001/pptx/combo_bar_line_chart.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	2.7e+04	4.5e+04	0
slides/chartset-001/pptx/combo_bar_line_chart.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	1	2.7e+04	4.5e+04	0
slides/chartset-001/pptx/line_chart.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	0.6	5.2	0
slides/chartset-001/pptx/stacked_area_chart.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	9000	2.5e+04	0
slides/chartset-001/pptx/stacked_bar_chart.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	9000	2.5e+04	0
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	87	136	0
slides/chartset-002/pptx/006_advanced_powerpoint_area.pptx	ppt/charts/chart6.xml	catAx	autoZero		low	0	87	136	0
slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	ppt/charts/chart14.xml	catAx	autoZero		low	0	93	145	0
slides/chartset-002/pptx/017_advanced_powerpoint_bar.pptx	ppt/charts/chart17.xml	catAx	autoZero		nextTo	0	90	139	0
slides/chartset-002/pptx/030_advanced_powerpoint_area.pptx	ppt/charts/chart30.xml	catAx	autoZero		low	0	93	148	0
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	ppt/charts/chart33.xml	catAx	autoZero		nextTo	0	93	142	0
slides/chartset-003/pptx/002_advanced_powerpoint_column.pptx	ppt/charts/chart2.xml	catAx	autoZero		low	0	90	139	0
slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	ppt/charts/chart3.xml	catAx	autoZero		low	0	93	142	0
slides/chartset-003/pptx/009_advanced_powerpoint_bar.pptx	ppt/charts/chart9.xml	catAx	autoZero		nextTo	0	93	145	0
slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	ppt/charts/chart10.xml	catAx	autoZero		low	0	93	148	0
slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	ppt/charts/chart11.xml	catAx	autoZero		low	0	87	136	0
slides/chartset-003/pptx/019_advanced_powerpoint_line.pptx	ppt/charts/chart19.xml	catAx	autoZero		low	0	93	145	0
slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	ppt/charts/chart27.xml	catAx	autoZero		low	0	90	139	0
slides/chartset-004/pptx/018_advanced_powerpoint_column.pptx	ppt/charts/chart18.xml	catAx	autoZero		low	0	93	142	0
slides/chartset-004/pptx/022_advanced_powerpoint_area.pptx	ppt/charts/chart22.xml	catAx	autoZero		low	0	90	139	0
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	ppt/charts/chart25.xml	catAx	autoZero		nextTo	0	93	148	0
slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	ppt/charts/chart26.xml	catAx	autoZero		low	0	87	136	0
slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	1	2	4.4	0
slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo	1	2	4.4	0
slides/chartset-006/pptx/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.pptx	ppt/charts/chart3.xml	catAx	autoZero		nextTo	1	2	4.4	0
slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	1	10	50	0
slides/chartset-007/pptx/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo	1	10	50	0
slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	1	32	95	0
slides/chartset-007/pptx/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo	1	32	95	0
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ppt/charts/chart1.xml	catAx	max		nextTo	1	10	90	0
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ppt/charts/chart2.xml	catAx	max		nextTo	1	20	80	0
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ppt/charts/chart3.xml	catAx	max		nextTo	1	45	55	0
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ppt/charts/chart5.xml	catAx	max		nextTo	1	20	80	0
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ppt/charts/chart4.xml	catAx	max		nextTo	1	10	90	0
slides/chartset-007/pptx/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.pptx	ppt/charts/chart6.xml	catAx	max		nextTo	1	45	55	0
slides/chartset-008/pptx/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.pptx	ppt/charts/chart1.xml	catAx	autoZero		nextTo	0	30	90	0
slides/chartset-008/pptx/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.pptx	ppt/charts/chart2.xml	catAx	autoZero		nextTo	0	30	90	0
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	ppt/charts/chart1.xml	catAx	max		nextTo	1	30	70	0
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	ppt/charts/chart2.xml	catAx	max		nextTo	1	50	50	0
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	ppt/charts/chart3.xml	catAx	max		nextTo	1	20	80	0
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	ppt/charts/chart5.xml	catAx	max		nextTo	1	50	50	0
slides/chartset-009/pptx/033_Battery_Percentage_Chart_c99c24b5.pptx	ppt/charts/chart4.xml	catAx	max		nextTo	1	30	70	0
