path	base_sha	base_pages	base_glyphs	aonly_sha	aonly_glyphs	after_sha	after_pages	after_glyphs	moved_by
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	521c3847450af89b	39	17994	521c3847450af89b	17994	521c3847450af89b	39	17994	-
slides/done-015/pptx/RPA P4 - Advanced Material.pptx	17da34beb65ac00c	20	8749	17da34beb65ac00c	8749	17da34beb65ac00c	20	8749	-
slides/extra-001/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	fb2e1af180d7af0b	30	5868	fb2e1af180d7af0b	5868	fb2e1af180d7af0b	30	5868	-
words/ceiling-001/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	d182ac6640bfae03	14	18420	d182ac6640bfae03	18420	d182ac6640bfae03	14	18420	-
words/chartset-001/docx/clustered-column-result.docx	6aaec4418343a175	1	389	6aaec4418343a175	389	6aaec4418343a175	1	389	-
words/chartset-001/docx/clustered-column-template.docx	c6769d456c24c6b2	1	200	c6769d456c24c6b2	200	c6769d456c24c6b2	1	200	-
words/chartset-001/docx/pie-chart-result.docx	0a46dc6855122a16	1	234	0a46dc6855122a16	234	0a46dc6855122a16	1	234	-
words/chartset-001/docx/pie-chart-template.docx	7b16495403c59a92	1	73	7b16495403c59a92	73	7b16495403c59a92	1	73	-
words/chartset-009/docx/027_Unit_Circle_Chart_Graphical_Chart_5462a579.docx	6626e01e34736f42	1	1557	6626e01e34736f42	1557	6626e01e34736f42	1	1557	-
words/chartset-010/docx/023_Unit_Circle_Chart_Circular_Percentage_790f7b75.docx	1b3258e67eba02a0	1	550	1b3258e67eba02a0	550	1b3258e67eba02a0	1	550	-
words/chartset-010/docx/028_Unit_Circle_Chart_Optimized_Graph_83d9c756.docx	f9389fceb3ca7690	1	1220	f9389fceb3ca7690	1220	f9389fceb3ca7690	1	1220	-
words/chartset-011/docx/029_Unit_Circle_Chart_Pie_Theme_8a922142.docx	09647b73dbcc12c5	1	568	09647b73dbcc12c5	568	09647b73dbcc12c5	1	568	-
words/chartset-012/docx/021_Unit_Circle_Chart_3D_Pie_Chart_404247ab.docx	e2408517a275ca18	1	549	e2408517a275ca18	549	e2408517a275ca18	1	549	-
