# ours   = Paperless.Cli @ f4b8c38255a92caf1f05cc8acdf8d8288a5ceac4 (base, before this round)
# ref    = /opt/libreoffice26.2/program/soffice, LibreOffice 26.2.4.2 (TDF tarball)
# fonts  = system fontconfig; ALL FOUR tarball confounds moved aside on 2026-09-07 --
#          Carlito/Caladea/Liberation/DejaVu duplicates, the Latin Noto, and the four
#          LiberationSansNarrow. 38 faces in .duplicates-aside, 71 left in the directory.
#          fc-match "DejaVu Sans" -> DejaVuSans.ttf. fc-list | grep -i narrow is empty.
# rule   = batch-check.sh of 2026-09-05: page count, then alphanumeric characters within
#          max(2%, 15), then unembedded fonts.
# corpus = /home/user/corpus-odf
# note   = the reference half here reproduces probes/odf-gate-01/rows.tsv's ref columns on
#          302 of 302 .odp rows, pages and glyphs, so the Narrow move did not touch them.
path	ext	pages	words	fonts	unemb	verdict	rawwords	glyphs
slides/chartset-004/odp/029_advanced_powerpoint_doughnut.odp	odp	1/1	52/52	4/4	0	match	58/58	300/300
slides/chartset-005/odp/004_2-Stage_Vertical_Funnel_Diagram_for_PowerPoint_593f4c80.odp	odp	1/1	68/69	3/3	0	words	68/69	320/340
slides/chartset-005/odp/005_2-Step_Funnel_On_left_With_Text_767f0490.odp	odp	1/1	92/93	3/3	0	words	92/93	450/470
slides/chartset-005/odp/006_2-Way_Horizontal_Hierarchy_for_PowerPoint_and_Google_Slides_7c1e5084.odp	odp	3/3	110/162	3/3	0	words	112/164	524/645
slides/chartset-005/odp/011_3-Stage_Vertical_Funnel_Diagram_for_PowerPoint_10ce23dd.odp	odp	1/1	73/74	3/3	0	words	73/74	332/352
slides/chartset-005/odp/068_Funnel_Diagram_for_PowerPoint_with_2_Steps_437e4ba7.odp	odp	1/1	9/10	2/3	0	words	9/10	43/63
slides/chartset-005/odp/069_Funnel_Diagram_for_PowerPoint_with_3_Steps_f96396fc.odp	odp	1/1	11/12	2/3	0	words	11/12	48/68
slides/chartset-005/odp/070_Funnel_Diagram_for_PowerPoint_with_4_Steps_975f1642.odp	odp	1/1	13/14	2/3	0	words	13/14	53/73
slides/chartset-005/odp/071_Funnel_Diagram_for_PowerPoint_with_5_Steps_5ceacdec.odp	odp	1/1	15/16	2/3	0	words	15/16	58/78
slides/chartset-005/odp/076_Hexadonut_Charts_for_PowerPoint_and_Google_Slides_2b879835.odp	odp	3/3	200/246	3/3	0	words	202/248	980/1101
slides/chartset-005/odp/084_Infographic_Hierarchy_Tree_for_PowerPoint_fda8141c.odp	odp	3/3	202/253	3/3	0	words	202/253	1022/1128
slides/chartset-006/odp/001_1-2-3_Horizontal_Hierarchy_39795b4d.odp	odp	3/3	232/284	3/3	0	words	234/286	1126/1247
slides/chartset-006/odp/007_3_Circles_Diagram_for_PowerPoint_dac9f170.odp	odp	3/3	258/293	3/3	0	words	258/293	1272/1378
slides/chartset-006/odp/017_4-Stage_Vertical_Funnel_Diagram_for_PowerPoint_61e7bde5.odp	odp	1/1	78/79	3/3	0	words	78/79	344/364
slides/chartset-006/odp/031_Alarm_Clock_Pie-Chart_for_PowerPoint_and_Google_Slides_0b185a05.odp	odp	3/3	344/382	4/3	0	words	346/384	1744/1865
slides/chartset-006/odp/043_Dual_Horizontal_Hierarchy_for_PowerPoint_and_Google_Slides_5074b09e.odp	odp	3/3	110/164	3/3	0	words	112/166	572/693
slides/chartset-006/odp/044_Dual_Mind_Spark_Chart_for_PowerPoint_a83f890a.odp	odp	4/4	468/534	3/3	0	words	471/537	2487/2628
slides/chartset-006/odp/055_Four_Pillar_Hierarchy_for_PowerPoint_and_Google_Slides_6b42ed18.odp	odp	3/3	320/362	3/3	0	words	322/364	1584/1705
slides/chartset-006/odp/077_Horizontal_Org_Chart_for_PowerPoint_and_Google_Slides_8cf07020.odp	odp	3/3	188/232	3/3	0	words	190/234	840/961
slides/chartset-006/odp/094_Intersecting_Teardrops_for_PowerPoint_and_Google_Slides_ff43aedb.odp	odp	3/3	256/308	3/3	0	words	258/310	1284/1405
slides/chartset-006/odp/099_Light_Bulb_SWOT_for_PowerPoint_and_Google_Slides_554a1e33.odp	odp	3/3	258/292	3/3	0	words	260/294	1274/1395
slides/chartset-007/odp/035_Chemistry_Column_PowerPoint_Chart_45bf8a76.odp	odp	3/3	284/325	4/3	0	words	284/325	1368/1462
slides/chartset-007/odp/039_Consumer_Decision_Journey_for_PowerPoint_319207e1.odp	odp	1/1	85/86	4/4	0	words	87/88	534/554
slides/chartset-007/odp/047_Female_Radar_Brain_for_PowerPoint_and_Google_Slides_c2a541f6.odp	odp	4/4	521/592	3/3	0	words	524/599	2579/2720
slides/chartset-007/odp/054_Flowchart_Board_Game_for_PowerPoint_and_Google_Slides_1b047962.odp	odp	3/3	166/208	3/3	0	words	168/210	846/967
slides/chartset-007/odp/057_Four-Branch_Diagram_for_PowerPoint_and_Google_Slides_ddf5d27c.odp	odp	3/3	134/180	3/3	0	words	136/182	684/805
slides/chartset-007/odp/083_Infographic_Hexagon_Cluster_for_PowerPoint_and_Google_Slides_ef811a12.odp	odp	3/3	190/244	3/3	0	words	192/246	916/1037
slides/chartset-007/odp/090_Infographic_Radial_for_PowerPoint_and_Google_Slides_16a69891.odp	odp	3/3	98/144	3/3	0	words	100/146	504/625
slides/chartset-007/odp/091_Infographic_Radial_for_PowerPoint_and_Google_Slides_c6909fa6.odp	odp	3/3	408/454	3/3	0	words	410/456	1952/2073
slides/chartset-007/odp/092_Infographic_Tree_Diagram_for_PowerPoint_and_Google_Slides_d721fa00.odp	odp	3/3	264/316	3/3	0	words	266/318	1172/1293
slides/chartset-007/odp/096_Lab_Flask_Charts_for_PowerPoint_and_Google_Slides_91e3cbb5.odp	odp	3/3	178/216	4/3	0	words	180/218	888/1009
slides/chartset-008/odp/009_3-Circle_Venn_PowerPoint_Diagram_2e59baa9.odp	odp	2/2	134/136	4/4	0	words	134/136	652/692
slides/chartset-008/odp/012_3-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_982482b5.odp	odp	3/3	254/296	3/3	0	words	254/296	1186/1307
slides/chartset-008/odp/018_4-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_19957cce.odp	odp	3/3	336/378	3/3	0	words	336/378	1564/1685
slides/chartset-008/odp/038_Competitive_Advantage_Card_for_PowerPoint_and_Google_Slides_373720f6.odp	odp	3/3	284/270	5/4	0	match	286/272	1464/1449
slides/chartset-008/odp/040_Crab_Diagram_for_PowerPoint_and_Google_Slides_13d38ff3.odp	odp	3/3	102/142	3/3	0	words	104/144	512/633
slides/chartset-008/odp/058_Four-Direction_Divergence_Diagram_for_PowerPoint_and_Google_Slides_9838e28d.odp	odp	3/3	258/318	3/3	0	words	260/320	1302/1423
slides/chartset-008/odp/065_Fourfold_Ribbon_Rings_for_PowerPoint_and_Google_Slides_39687419.odp	odp	3/3	258/298	3/3	0	words	260/300	1280/1401
slides/chartset-008/odp/072_Gear_Pie_Chart_for_PowerPoint_and_Google_Slides_d464d3a0.odp	odp	3/3	78/114	3/3	0	words	80/116	286/407
slides/chartset-008/odp/078_Horizontal_Pyramid_Org_Chart_for_PowerPoint_and_Google_Slides_70ea115a.odp	odp	3/3	194/244	3/3	0	words	196/246	1034/1155
slides/chartset-008/odp/100_Lime_and_Lemon_Data-Driven_Chart_for_PowerPoint_d7bb4a44.odp	odp	5/5	406/495	4/3	0	words	412/501	1871/2032
slides/chartset-009/odp/015_4-Option_Color_Wheel_Diagram_df7e4b8f.odp	odp	3/3	264/316	5/5	0	words	267/321	1324/1413
slides/chartset-009/odp/020_5-Option_Color_Wheel_Diagram_104ea3b0.odp	odp	3/3	300/352	5/5	0	words	303/357	1480/1569
slides/chartset-009/odp/022_5-Step_Hexagons_Puzzle_Diagram_for_PowerPoint_eda9895e.odp	odp	3/3	418/454	3/3	0	words	418/454	1942/2063
slides/chartset-009/odp/025_6-Option_Color_Wheel_Diagram_27e1c74d.odp	odp	3/3	388/440	5/5	0	words	391/445	1932/2021
slides/chartset-009/odp/030_Abstract_Petal_Diagram_71aa5e3a.odp	odp	3/3	246/302	3/5	0	words	248/307	1214/1335
slides/chartset-009/odp/033_Battery_Percentage_Chart_c99c24b5.odp	odp	3/3	206/264	5/5	0	words	209/269	1028/1117
slides/chartset-009/odp/037_Circle_Matrix_Framework_44bc5218.odp	odp	3/3	266/320	3/5	0	words	268/325	1332/1453
slides/chartset-009/odp/052_Flame_Percentage_Chart_d27d49c4.odp	odp	3/3	270/322	5/5	0	words	273/327	1332/1421
slides/chartset-009/odp/075_Heart_Arc_Radial_for_PowerPoint_and_Google_Slides_a27a3021.odp	odp	3/3	196/238	3/3	0	words	198/240	908/1029
slides/chartset-009/odp/087_Infographic_Organization_Chart_for_PowerPoint_and_Google_Slides_2d951912.odp	odp	4/4	735/798	3/3	0	words	735/798	3714/3855
slides/chartset-010/odp/002_10-Point_Dual_Hub_Comparison_4ee242c9.odp	odp	3/3	72/124	5/5	0	words	75/129	356/445
slides/chartset-010/odp/027_6-Point_Dual_Hub_Comparison_13f9af30.odp	odp	3/3	72/122	5/5	0	words	75/127	354/443
slides/chartset-010/odp/028_8-Point_Dual_Hub_Comparison_d6c5dde5.odp	odp	3/3	72/122	5/5	0	words	75/127	354/443
slides/chartset-010/odp/041_Crosswise_Quadrant_Diagram_ea8bdf52.odp	odp	3/3	238/292	5/5	0	words	241/297	1212/1299
slides/chartset-010/odp/042_Diamond_Hub_Infographic_a60cfaa1.odp	odp	3/3	266/320	5/5	0	words	269/325	1314/1403
slides/chartset-010/odp/045_Dual-Segment_Quadrant_14a57221.odp	odp	3/3	276/332	5/5	0	words	279/337	1394/1481
slides/chartset-010/odp/048_Five-Arrows_Converging_Cycle_bb192e27.odp	odp	3/3	294/340	5/5	0	words	297/345	1500/1587
slides/chartset-010/odp/063_Four-Step_Infinity_Loop_3480185b.odp	odp	3/3	110/152	5/5	0	words	113/157	484/573
slides/chartset-010/odp/093_Insightful_Zoom_Chart_22b5464e.odp	odp	3/3	338/386	5/5	0	words	341/391	1742/1829
slides/chartset-010/odp/095_Interwoven_Bars_e5aa46c2.odp	odp	3/3	268/312	5/5	0	words	271/317	1320/1407
slides/chartset-011/odp/010_3-Group_Hierarchy_for_PowerPoint_and_Google_Slides_20476ce0.odp	odp	3/3	166/174	3/3	0	words	168/176	774/715
slides/chartset-011/odp/026_6-Part_Hexagon_Radial_Diagram_b8ca3f40.odp	odp	3/3	200/258	5/5	0	words	203/263	898/987
slides/chartset-011/odp/034_Central_Idea_Hub_Diagram_8258e6ad.odp	odp	3/3	152/208	5/5	0	words	155/213	658/747
slides/chartset-011/odp/046_Eight-Point_Strategic_Compass_35ee62de.odp	odp	3/3	178/232	5/5	0	words	181/237	788/875
slides/chartset-011/odp/051_Five-Stage_Zigzag_Timeline_2bd39be9.odp	odp	3/3	144/192	5/5	0	words	147/197	692/781
slides/chartset-011/odp/053_Flow_Wave_Process_9c0082f4.odp	odp	3/3	194/220	5/5	0	words	197/225	800/889
slides/chartset-011/odp/060_Four-Part_Radial_Core_Diagram_40d6614e.odp	odp	3/3	274/328	5/5	0	words	277/333	1260/1349
slides/chartset-011/odp/062_Four-Step_Growth_Staircase_8a3ef338.odp	odp	3/3	182/232	5/5	0	words	185/237	890/979
slides/chartset-011/odp/097_Labeled_Organization_Chart_for_PowerPoint_and_Google_Slides_f24fa592.odp	odp	3/3	224/276	3/3	0	words	226/278	1116/1237
slides/chartset-011/odp/098_Leaning_Cards_Process_dadb3738.odp	odp	3/3	194/240	5/5	0	words	197/245	878/967
slides/chartset-012/odp/003_2-Circle_Venn_Diagram_7ab74e5c.odp	odp	3/3	130/176	5/5	0	words	133/181	680/767
slides/chartset-012/odp/008_3-Circle_Venn_Diagram_024a12c5.odp	odp	3/3	200/246	5/5	0	words	203/251	1008/1095
slides/chartset-012/odp/013_3-Step_Segmented_Cycle_Process_5232f82d.odp	odp	3/3	202/254	5/5	0	words	205/259	1024/1113
slides/chartset-012/odp/061_Four-Stage_Serpentine_Chart_05699efe.odp	odp	3/3	54/112	5/5	0	words	57/117	308/395
slides/chartset-012/odp/064_Four-Step_Success_Cycle_30c0a917.odp	odp	3/3	134/174	5/5	0	words	137/179	612/701
slides/chartset-012/odp/067_Free_PowerPoint_Layered_Funnel_Process_4_Stages_4deb9647.odp	odp	4/4	460/464	4/4	0	words	484/488	2312/2392
slides/chartset-012/odp/073_Halo_Radial_for_PowerPoint_and_Google_Slides_4bd0918b.odp	odp	3/3	256/292	3/3	0	words	258/294	1262/1383
slides/chartset-012/odp/074_Hashtag_Matrix_246eb8d9.odp	odp	3/3	228/274	5/5	0	words	231/279	1182/1269
slides/chartset-012/odp/080_Infographic_Cycle_Venn_Diagram_for_PowerPoint_2e3cdb7f.odp	odp	3/3	264/309	3/3	0	words	264/309	1300/1406
slides/chartset-012/odp/089_Infographic_Radial_Matrix_for_PowerPoint_and_Google_Slides_eb0550f2.odp	odp	3/3	268/322	3/3	0	words	270/324	1332/1453
slides/chartset-013/odp/014_3D_Radial_Block_List_for_PowerPoint_and_Google_Slides_0773075e.odp	odp	3/3	416/450	3/3	0	words	418/452	2128/2249
slides/chartset-013/odp/016_4-Position_Org_Chart_1d3640b6.odp	odp	3/3	118/156	3/3	0	words	120/158	624/745
slides/chartset-013/odp/023_5-Step_Progress_Cards_91d5ff57.odp	odp	3/3	224/272	5/5	0	words	227/277	1066/1155
slides/chartset-013/odp/032_BCG_Growth-Share_Matrix_560d0485.odp	odp	3/3	196/342	5/5	0	words	207/355	1064/1153
slides/chartset-013/odp/049_Five-Block_Hub_Spoke_42ee8593.odp	odp	3/3	248/284	5/5	0	words	253/291	1244/1331
slides/chartset-013/odp/050_Five-Point_Radial_Hub_00793e08.odp	odp	3/3	148/190	5/5	0	words	151/195	666/755
slides/chartset-013/odp/056_Four-Block_Hub_Spoke_134b89d1.odp	odp	3/3	202/240	5/5	0	words	207/247	1018/1105
slides/chartset-013/odp/066_Free_PowerPoint_Layered_Funnel_Process_c0b380ec.odp	odp	5/5	575/580	4/4	0	words	605/610	2875/2975
slides/chartset-013/odp/079_Horizontal_Relationships_for_PowerPoint_and_Google_Slides_a3d35f63.odp	odp	3/3	128/176	3/3	0	words	130/178	624/745
slides/chartset-013/odp/088_Infographic_Quadrant_Pie_Chart_7b1e8abd.odp	odp	3/3	268/332	3/5	0	words	270/337	1312/1433
slides/chartset-014/odp/019_4-Step_Segmented_Cycle_Process_2ff93c19.odp	odp	3/3	264/316	5/5	0	words	267/321	1328/1417
slides/chartset-014/odp/021_5-Position_Org_Chart_cb042559.odp	odp	3/3	122/160	3/3	0	words	124/162	644/765
slides/chartset-014/odp/024_5-Step_Segmented_Cycle_Process_c8ca37ef.odp	odp	3/3	326/378	5/5	0	words	329/383	1632/1721
slides/chartset-014/odp/029_8-Step_Neumorphic_Cycle_Diagram_b9b75044.odp	odp	3/3	324/382	5/5	0	words	327/387	1414/1501
slides/chartset-014/odp/036_Chevron_Process_Cards_3c8f0ea1.odp	odp	3/3	144/188	5/5	0	words	147/193	648/737
slides/chartset-014/odp/059_Four-Part_Concept_Puzzle_30cea7e5.odp	odp	6/6	553/639	6/6	0	words	575/663	2872/2959
slides/chartset-014/odp/081_Infographic_Funnel_w_3_Stages_for_PowerPoint_28e26b31.odp	odp	3/3	386/437	3/3	0	words	386/439	1900/2006
slides/chartset-014/odp/082_Infographic_Funnel_with_4_Stages_for_PowerPoint_72d4f125.odp	odp	3/3	382/433	3/3	0	words	382/435	1884/1990
slides/chartset-014/odp/085_Infographic_Org_Chart_for_PowerPoint_5_Blocks_3870252f.odp	odp	3/3	38/85	2/3	0	words	38/87	198/304
slides/chartset-014/odp/086_Infographic_Org_Chart_for_PowerPoint_6_Blocks_f9086d83.odp	odp	3/3	42/89	2/3	0	words	42/91	218/324
slides/done-001/odp/111006 COMSTAC STOWG Aero spaceports IFG.odp	odp	8/8	244/267	2/2	0	words	285/309	1546/1647
slides/done-001/odp/BMFE-06-03 (Gerflor) Smoke Density and Toxicity.odp	odp	6/6	706/732	4/4	0	words	768/794	3453/3547
slides/done-001/odp/Definitions commodity chains.odp	odp	4/4	218/261	2/2	0	words	236/279	1326/1556
slides/done-001/odp/Statement of Work presentation.odp	odp	10/10	226/224	3/3	0	words	239/229	1286/1255
slides/done-001/odp/Trust Fund Excise Taxes Structure.odp	odp	1/1	166/169	2/2	0	words	186/189	839/868
slides/done-001/odp/WC_Update-Aug03.odp	odp	11/11	442/452	2/2	0	match	509/519	2862/2874
slides/done-001/odp/fishbone-diagram-template-ppt-1.odp	odp	1/1	189/189	2/2	0	match	197/197	882/882
slides/done-001/odp/iaeg_work_group_leader_updates.odp	odp	1/1	88/90	4/4	0	match	88/91	497/505
slides/done-001/odp/policy-pesentation.odp	odp	16/16	389/389	3/3	0	match	478/478	2288/2288
slides/done-001/odp/wells08_basic.odp	odp	27/27	942/995	4/4	0	match	1100/1171	5671/5762
slides/done-002/odp/080214-Intl-pol-frameworks-and-their-implications-for-Africa-ISS-workshop.odp	odp	18/18	815/814	4/4	0	match	871/870	4473/4473
slides/done-002/odp/Curriculum-Schematic-E22-11052025.odp	odp	12/12	1131/1134	5/5	0	match	1319/1322	6925/6925
slides/done-002/odp/dhs-293364.odp	odp	39/39	3162/3618	7/7	0	words	3360/3827	17374/19700
slides/done-002/odp/diapo_6_fees_vous_etes_poctdoct_exterieur_a_luniv_v2_0_1.odp	odp	1/1	92/92	3/3	0	match	98/98	558/558
slides/done-002/odp/gfopportunitiesforlinkagespres_2010_en.odp	odp	27/27	1647/1654	7/7	0	match	1717/1724	10366/10371
slides/done-002/odp/medicines_bulletin_february_2023_final.odp	odp	1/1	500/535	4/4	0	words	510/546	2902/3093
slides/done-002/odp/ws_prod-g-doc-Events-2007-Approval-of-Flight-Conditions-RM-NAA-16032007.odp	odp	14/14	601/743	5/7	0	words	686/820	3644/4659
slides/done-002/odp/ws_prod-g-doc-Events-2007-may-presentation-PtF-background-+-principles.odp	odp	20/20	755/909	3/4	0	words	778/932	4126/5043
slides/done-002/odp/ws_prod-g-doc-Events-2007-november-IACA-presentation-at-EASA-Fuel-Tank-Safety-Training-Seminar.odp	odp	10/10	495/555	3/3	0	words	527/587	2664/2925
slides/done-002/odp/ws_prod-g-doc-Events-Part-M-presentation.odp	odp	30/30	1654/1845	3/6	0	words	1693/1878	9370/10489
slides/done-003/odp/010605Vul.odp	odp	21/21	947/944	6/6	0	match	1093/1091	5746/5746
slides/done-003/odp/02_REDAC_New ATM briefing _March 2017v2.odp	odp	6/6	726/759	5/5	0	words	772/805	4681/4920
slides/done-003/odp/97936.odp	odp	15/15	1210/1267	5/5	0	words	1296/1353	6317/6561
slides/done-003/odp/Inducement-to-Insurance-Business.odp	odp	22/22	2558/2577	5/5	0	match	2569/2589	12820/12899
slides/done-003/odp/NCW-2024-Guide-.odp	odp	1/1	206/215	4/4	0	match	217/226	1158/1181
slides/done-003/odp/ev122_jj-liew-tort-of-bribery-webinar.odp	odp	24/24	1139/1374	4/4	0	words	1205/1449	5594/6738
slides/done-003/odp/outlook_of_nigerian_pension_sector.odp	odp	12/12	944/1021	5/8	0	words	1041/1118	5403/5802
slides/done-003/odp/ws_prod-g-doc-Events-2007-Privileges.odp	odp	15/15	617/799	5/6	0	words	636/818	3230/4160
slides/done-003/odp/ws_prod-g-doc-Events-2007-september-M.017-(French)-France.odp	odp	55/55	5130/6215	3/6	0	words	5206/6291	27639/33915
slides/done-003/odp/ws_prod-g-doc-Events-2007-september-MDM.032-(ENGLISH)-CZ.odp	odp	38/38	2029/2662	4/6	0	words	2079/2712	11337/14835
slides/done-004/odp/0335fab9-79f0-4944-b92c-f223837ca2d8.odp	odp	12/12	610/616	3/3	0	words	661/667	4404/4499
slides/done-004/odp/DOE Interactive Exercise Presentation draft rev 2.odp	odp	10/10	544/574	5/5	0	match	616/655	2717/2744
slides/done-004/odp/Item 6b - UNSD - Dissemination through APIs.odp	odp	10/10	411/421	3/3	0	words	443/453	2368/2420
slides/done-004/odp/Liturgical-Commission-2025-Convention-Presentation.odp	odp	9/9	239/336	2/2	0	words	277/387	1319/1804
slides/done-004/odp/Session 21- The option to expand & abandon.odp	odp	12/12	849/885	5/5	0	words	932/967	4073/4268
slides/done-004/odp/attendance-updates-for-governors.odp	odp	30/30	3052/3055	7/8	0	match	3224/3227	17309/17298
slides/done-004/odp/ghgp-supply-chain-initiative_20100323_wri.odp	odp	52/52	3740/3896	9/9	0	match	3970/4131	22005/22442
