path	sha256	pages	glyphs	rc
slides/done-011/pptx/3495.pptx	4bca70a59abf8248f97880966c95d2833c8ced1bea6dea9454418cf1e5186044	26	4375	0
slides/done-012/pptx/Intersil_Italy_CAN_Bus_Transceiver_Presentation_Final.pptx	521c3847450af89b5b91a1d952bb67b66e0ac2c49ef891844f84f2ec6424462c	39	17994	0
slides/done-015/pptx/RPA P4 - Advanced Material.pptx	17da34beb65ac00ce5e36c1a1f1460c8a2a848b6b176bc77ff4665e10ff3ec24	20	8749	0
slides/extra-001/pptx/FAAAIandtheArtandScienceofV&Vfinal.pptx	fb2e1af180d7af0b4cff312641d0fd8a931b84fc490329a13bac5d795224c84e	30	5868	0
words/ceiling-001/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	d182ac6640bfae03e87cac5a47fdda9719d7be3aa1b59eb36d285e2b7520960a	14	18420	0
words/chartset-001/docx/clustered-column-result.docx	6aaec4418343a17585c16d7189593142e31c00a7421555951a919624760eaacd	1	389	0
words/chartset-001/docx/clustered-column-template.docx	c6769d456c24c6b2bd18bbdb69eeebaaf9a344a05e19ab9e6fada4c96efe2fb8	1	200	0
words/chartset-001/docx/pie-chart-result.docx	0a46dc6855122a1644c9ca75ce56d58c9d3498b9ea924ac1d55707eed6c9ab27	1	234	0
words/chartset-001/docx/pie-chart-template.docx	7b16495403c59a92eec1458c5fe36769e1af639ae137449980a2c634a5b5c609	1	73	0
words/chartset-009/docx/027_Unit_Circle_Chart_Graphical_Chart_5462a579.docx	6626e01e34736f428ba9bfa10e542b534c47fb854ec76e6add0088177231347a	1	1557	0
words/chartset-010/docx/023_Unit_Circle_Chart_Circular_Percentage_790f7b75.docx	1b3258e67eba02a0881329a31250622521fa183498c2736bee999344b09ac3f3	1	550	0
words/chartset-010/docx/028_Unit_Circle_Chart_Optimized_Graph_83d9c756.docx	f9389fceb3ca769063cab8763acb2559b027711f5bf1ab5c225fa8017b18dad2	1	1220	0
words/chartset-011/docx/029_Unit_Circle_Chart_Pie_Theme_8a922142.docx	09647b73dbcc12c5ccd575cb31f0e43642ab671d63f526d043d2bb763036a432	1	568	0
words/chartset-012/docx/021_Unit_Circle_Chart_3D_Pie_Chart_404247ab.docx	e2408517a275ca189dd514b013d13593c7fe82477373bee39490df8bc79d9f2e	1	549	0
