path	banked	now	pages_ref	glyphs_ref	pages_ours	glyphs_ours	unemb
sheets/chartset-001/xlsx/032_advanced_excel_radar.xlsx	match	match	3	412	3	412	0
sheets/chartset-001/xlsx/006_advanced_excel_scatter.xlsx	match	match	3	420	3	420	0
sheets/chartset-001/xlsx/005_advanced_excel_area.xlsx	match	match	3	447	3	447	0
sheets/chartset-001/xlsx/028_advanced_excel_doughnut.xlsx	match	match	3	374	3	374	0
sheets/chartset-001/xlsx/001_advanced_excel_bar.xlsx	match	match	3	472	3	472	0
sheets/chartset-001/xlsx/025_advanced_excel_bar.xlsx	match	match	3	440	3	440	0
sheets/chartset-001/xlsx/033_advanced_excel_bar.xlsx	match	match	3	454	3	454	0
sheets/chartset-001/xlsx/002_advanced_excel_line.xlsx	match	match	3	466	3	466	0
sheets/chartset-001/xlsx/022_advanced_excel_scatter.xlsx	match	match	3	422	3	422	0
sheets/chartset-002/xlsx/013_advanced_excel_area.xlsx	match	match	3	433	3	433	0
sheets/chartset-002/xlsx/030_advanced_excel_scatter.xlsx	match	match	3	421	3	421	0
sheets/chartset-002/xlsx/011_advanced_excel_pie.xlsx	match	match	3	452	3	457	0
sheets/chartset-002/xlsx/027_advanced_excel_pie.xlsx	match	match	3	445	3	451	0
sheets/chartset-002/xlsx/012_advanced_excel_doughnut.xlsx	match	match	3	400	3	400	0
sheets/chartset-002/xlsx/021_advanced_excel_area.xlsx	match	match	3	455	3	455	0
sheets/chartset-002/xlsx/026_advanced_excel_line.xlsx	match	match	3	454	3	454	0
sheets/chartset-002/xlsx/034_advanced_excel_line.xlsx	match	match	3	465	3	465	0
sheets/chartset-002/xlsx/003_advanced_excel_pie.xlsx	match	match	3	473	3	479	0
sheets/chartset-002/xlsx/007_advanced_excel_bubble.xlsx	match	match	3	418	3	418	0
sheets/chartset-003/xlsx/031_advanced_excel_bubble.xlsx	match	match	3	404	3	404	0
sheets/chartset-003/xlsx/015_advanced_excel_bubble.xlsx	match	match	3	428	3	428	0
sheets/chartset-003/xlsx/004_advanced_excel_doughnut.xlsx	match	match	3	375	3	375	0
sheets/chartset-003/xlsx/020_advanced_excel_doughnut.xlsx	match	match	3	374	3	374	0
sheets/chartset-003/xlsx/008_advanced_excel_radar.xlsx	match	match	3	415	3	415	0
sheets/chartset-003/xlsx/024_advanced_excel_radar.xlsx	match	match	3	423	3	423	0
sheets/chartset-003/xlsx/014_advanced_excel_scatter.xlsx	match	match	3	432	3	432	0
sheets/chartset-003/xlsx/018_advanced_excel_line.xlsx	match	match	3	447	3	447	0
sheets/chartset-003/xlsx/017_advanced_excel_bar.xlsx	match	match	3	488	3	488	0
sheets/chartset-003/xlsx/029_advanced_excel_area.xlsx	match	match	3	444	3	444	0
sheets/chartset-004/xlsx/023_advanced_excel_bubble.xlsx	match	match	3	425	3	425	0
sheets/chartset-004/xlsx/009_advanced_excel_bar.xlsx	match	match	3	495	3	495	0
sheets/chartset-004/xlsx/010_advanced_excel_line.xlsx	match	match	3	461	3	461	0
sheets/chartset-004/xlsx/019_advanced_excel_pie.xlsx	match	match	3	470	3	476	0
sheets/chartset-004/xlsx/microsoft_learn_multi_chart_examples.xlsx	words	words	5	858	5	839	0
sheets/chartset-004/xlsx/DynamicBubbleChart.xlsx	words	words	5	1803	5	1723	0
slides/chartset-001/pptx/scatter_chart.pptx	match	match	1	105	1	105	0
slides/chartset-001/pptx/stacked_area_chart.pptx	match	match	1	174	1	174	0
slides/chartset-001/pptx/stacked_bar_chart.pptx	match	match	1	173	1	173	0
slides/chartset-001/pptx/bar_chart.pptx	match	match	1	131	1	131	0
slides/chartset-001/pptx/combo_bar_line_chart.pptx	match	match	1	219	1	219	0
slides/chartset-001/pptx/line_chart.pptx	match	match	1	113	1	113	0
slides/chartset-001/pptx/008_advanced_powerpoint_bubble.pptx	match	match	1	284	1	284	0
slides/chartset-001/pptx/015_advanced_powerpoint_scatter.pptx	match	match	1	283	1	283	0
slides/chartset-001/pptx/016_advanced_powerpoint_bubble.pptx	match	match	1	287	1	287	0
slides/chartset-001/pptx/031_advanced_powerpoint_scatter.pptx	match	match	1	278	1	278	0
slides/chartset-002/pptx/007_advanced_powerpoint_scatter.pptx	match	match	1	282	1	282	0
slides/chartset-002/pptx/023_advanced_powerpoint_scatter.pptx	match	match	1	283	1	283	0
slides/chartset-002/pptx/032_advanced_powerpoint_bubble.pptx	match	match	1	284	1	284	0
slides/chartset-002/pptx/024_advanced_powerpoint_bubble.pptx	match	match	1	286	1	286	0
slides/chartset-002/pptx/006_advanced_powerpoint_area.pptx	match	match	1	328	1	328	0
slides/chartset-002/pptx/014_advanced_powerpoint_area.pptx	match	match	1	330	1	330	0
slides/chartset-002/pptx/030_advanced_powerpoint_area.pptx	match	match	1	327	1	327	0
slides/chartset-002/pptx/001_advanced_powerpoint_bar.pptx	match	match	1	334	1	334	0
slides/chartset-002/pptx/017_advanced_powerpoint_bar.pptx	match	match	1	339	1	339	0
slides/chartset-002/pptx/033_advanced_powerpoint_bar.pptx	match	match	1	328	1	328	0
slides/chartset-003/pptx/019_advanced_powerpoint_line.pptx	match	match	1	331	1	331	0
slides/chartset-003/pptx/003_advanced_powerpoint_line.pptx	match	match	1	332	1	332	0
slides/chartset-003/pptx/002_advanced_powerpoint_column.pptx	match	match	1	335	1	335	0
slides/chartset-003/pptx/010_advanced_powerpoint_column.pptx	match	match	1	332	1	332	0
slides/chartset-003/pptx/011_advanced_powerpoint_line.pptx	match	match	1	328	1	328	0
slides/chartset-003/pptx/027_advanced_powerpoint_line.pptx	match	match	1	326	1	326	0
slides/chartset-003/pptx/012_advanced_powerpoint_pie.pptx	match	match	1	308	1	308	0
slides/chartset-003/pptx/028_advanced_powerpoint_pie.pptx	match	match	1	300	1	300	0
slides/chartset-003/pptx/005_advanced_powerpoint_doughnut.pptx	match	match	1	301	1	301	0
slides/chartset-003/pptx/009_advanced_powerpoint_bar.pptx	match	match	1	339	1	339	0
slides/chartset-004/pptx/021_advanced_powerpoint_doughnut.pptx	match	match	1	304	1	304	0
slides/chartset-004/pptx/025_advanced_powerpoint_bar.pptx	match	match	1	323	1	323	0
slides/chartset-004/pptx/026_advanced_powerpoint_column.pptx	match	match	1	332	1	332	0
slides/chartset-004/pptx/013_advanced_powerpoint_doughnut.pptx	match	match	1	297	1	297	0
slides/chartset-004/pptx/029_advanced_powerpoint_doughnut.pptx	match	match	1	300	1	300	0
slides/chartset-004/pptx/004_advanced_powerpoint_pie.pptx	match	match	1	300	1	300	0
slides/chartset-004/pptx/020_advanced_powerpoint_pie.pptx	match	match	1	300	1	300	0
slides/chartset-004/pptx/022_advanced_powerpoint_area.pptx	match	match	1	329	1	329	0
slides/chartset-004/pptx/018_advanced_powerpoint_column.pptx	match	match	1	329	1	329	0
words/chartset-005/docx/003_Free_Genogram_Diagram_Template_Easy_Format_60eb6e42.docx	match	match	1	120	1	120	0
words/chartset-005/docx/005_Free_Genogram_Diagram_Template_Excellent_layout_f5f185d0.docx	match	match	1	8	1	8	0
words/chartset-005/docx/036_Venn_Diagram_Template_Fillable_Layout_3ffbba36.docx	match	match	1	61	1	61	0
words/chartset-005/docx/052_Organogram_Template_Colorful_Flow_Chart_cba9fbfe.docx	match	match	1	178	1	178	0
words/chartset-005/docx/053_Organogram_Template_Creative_Theme_21657a3d.docx	match	match	1	138	1	138	0
words/chartset-005/docx/054_Organogram_Template_Grey_Vertical_Theme_b2dbd9a8.docx	match	match	1	154	1	154	0
words/chartset-005/docx/083_Printable_Graph_Paper_Template_Customizable_Format_55ff93a3.docx	match	match	1	14	1	14	0
words/chartset-005/docx/084_Printable_Graph_Paper_Template_Editable_Layout_d66c6820.docx	match	match	1	19	1	10	0
words/chartset-005/docx/085_Printable_Graph_Paper_Template_Excellent_Format_4bcae89a.docx	match	match	1	19	1	19	0
words/chartset-005/docx/087_Printable_Graph_Paper_Template_Green_Theme_0c14ea04.docx	pages	pages	1	27	2	37	0
words/chartset-006/docx/001_Free_Genogram_Diagram_Template_Blue_and_Gray_Theme_7c9e01a7.docx	match	match	1	176	1	176	0
words/chartset-006/docx/002_Free_Genogram_Diagram_Template_Customizable_Format_2219584b.docx	match	match	1	304	1	303	0
words/chartset-006/docx/033_Venn_Diagram_Template_Colored_Theme_2aea6697.docx	match	match	1	63	1	63	0
words/chartset-006/docx/057_Organogram_Template_Vertical_Colorful_Theme_724b143c.docx	match	match	1	202	1	202	0
words/chartset-006/docx/081_Printable_Graph_Paper_Template_Blue_Theme_629316cb.docx	match	match	1	25	1	25	0
words/chartset-006/docx/086_Printable_Graph_Paper_Template_Gray_Theme_7300e5d7.docx	match	match	1	19	1	10	0
words/chartset-006/docx/088_Printable_Graph_Paper_Template_Quality_layout_33051f6e.docx	match	match	1	10	1	10	0
words/chartset-006/docx/093_Business_Case_Template_Customizable_Layout_510c25e7.docx	match	match	1	201	1	201	0
words/chartset-006/docx/097_Business_Case_Template_Elegant_Layout_3ba9cbf2.docx	pages	pages	1	276	2	276	0
words/chartset-006/docx/099_Business_Case_Template_Gray_Theme_ac3edbf4.docx	match	match	1	294	1	294	0
words/chartset-007/docx/009_Free_Genogram_Diagram_Template_Handy_Format_4bb900f0.docx	match	match	1	170	1	170	0
words/chartset-007/docx/018_Project_Timeline_Template_Editable_Format_e1cf1df5.docx	match	match	1	422	1	422	0
words/chartset-007/docx/025_Unit_Circle_Chart_Cos_and_Sin_Model_1ed01892.docx	match	match	1	607	1	607	0
words/chartset-007/docx/034_Venn_Diagram_Template_Customizable_Format_d14642b7.docx	match	match	1	63	1	63	0
words/chartset-007/docx/049_Visual_Product_Roadmap_Template_Simple_Format_4af26e4f.docx	match	match	1	406	1	406	0
words/chartset-007/docx/058_Organogram_Template_With_Picture_Theme_44b79368.docx	match	match	1	74	1	74	0
words/chartset-007/docx/074_Storyboard_Template_Editable_Design_132436d1.docx	match	match	1	170	1	170	0
words/chartset-007/docx/080_Printable_Graph_Paper_Template_Black_Theme_6b066be1.docx	match	match	1	27	1	27	0
words/chartset-007/docx/089_Printable_Graph_Paper_Template_Simlpe_Format_3aff1c88.docx	match	match	1	10	1	10	0
words/chartset-007/docx/094_Business_Case_Template_Decent_Layout_e7722f2b.docx	match	match	1	189	1	189	0
words/chartset-008/docx/004_Free_Genogram_Diagram_Template_Editable_Format_b82b6152.docx	match	match	1	145	1	145	0
words/chartset-008/docx/006_Free_Genogram_Diagram_Template_Fillable_Format_7ca08541.docx	match	match	1	203	1	203	0
words/chartset-008/docx/010_Free_Genogram_Diagram_Template_Yellow_Theme_6ee4f818.docx	match	match	1	318	1	318	0
words/chartset-008/docx/012_Project_Timeline_Template_Black_and_Brown_Theme_35c76550.docx	match	match	2	201	2	201	0
words/chartset-008/docx/016_Project_Timeline_Template_Complete_Guide_7d36d09c.docx	match	match	1	633	1	633	0
words/chartset-008/docx/035_Venn_Diagram_Template_Editable_Format_966dff5f.docx	match	match	1	142	1	142	0
words/chartset-008/docx/046_Visual_Product_Roadmap_Template_Fillable_Format_582acab0.docx	match	match	1	591	1	591	0
words/chartset-008/docx/092_Business_Case_Template_Convenient_Format_00786cce.docx	match	match	7	5699	7	5699	0
words/chartset-008/docx/098_Business_Case_Template_Fillable_Layout_d0c5410e.docx	match	match	1	458	1	458	0
words/chartset-008/docx/100_Business_Case_Template_Modern_Format_ff9e7282.docx	match	match	5	512	5	512	0
words/chartset-009/docx/007_Free_Genogram_Diagram_Template_Green_and_Purple_Theme_8d2ba829.docx	match	match	1	137	1	137	0
words/chartset-009/docx/017_Project_Timeline_Template_Customizable_Format_5d5ca2e8.docx	match	match	1	470	1	470	0
words/chartset-009/docx/019_Project_Timeline_Template_Excellent_Layout_4ee62967.docx	match	match	1	331	1	331	0
words/chartset-009/docx/027_Unit_Circle_Chart_Graphical_Chart_5462a579.docx	match	match	1	1557	1	1557	0
words/chartset-009/docx/030_Unit_Circle_Chart_Points_System_23b5ef07.docx	match	match	1	403	1	403	0
words/chartset-009/docx/037_Venn_Diagram_Template_Four_Circle_764829a0.docx	match	match	1	98	1	98	0
words/chartset-009/docx/041_Visual_Product_Roadmap_Template_Blank_Format_63a3e010.docx	match	match	1	124	1	124	0
words/chartset-009/docx/042_Visual_Product_Roadmap_Template_Colored_Background_89385cfb.docx	match	match	1	487	1	487	0
words/chartset-009/docx/077_Storyboard_Template_Pink_and_Blue_Theme_805e82ab.docx	match	match	1	33	1	33	0
words/chartset-009/docx/082_Printable_Graph_Paper_Template_Colored_Background_9092cf9b.docx	match	match	1	14	1	14	0
words/chartset-010/docx/020_Project_Timeline_Template_Modern_Theme_0c215d87.docx	match	match	1	316	1	316	0
words/chartset-010/docx/023_Unit_Circle_Chart_Circular_Percentage_790f7b75.docx	match	match	1	550	1	550	0
words/chartset-010/docx/026_Unit_Circle_Chart_Four_Quadrants_09bf3ed1.docx	match	match	1	418	1	418	0
words/chartset-010/docx/028_Unit_Circle_Chart_Optimized_Graph_83d9c756.docx	match	match	1	1218	1	1220	0
words/chartset-010/docx/032_Venn_Diagram_Template_Brown_Theme_d5b549f0.docx	match	match	1	195	1	195	0
words/chartset-010/docx/051_Organogram_Template_Basic_Theme_e6464d06.docx	match	match	1	60	1	60	0
words/chartset-010/docx/056_Organogram_Template_Square_Theme_38f373d4.docx	match	match	1	235	1	235	0
words/chartset-010/docx/066_Work_Breakdown_Structure_Template_Colored_Background_c27ff248.docx	match	match	1	255	1	255	0
words/chartset-010/docx/067_Work_Breakdown_Structure_Template_Gray_Theme_89f8be8b.docx	match	match	1	237	1	237	0
words/chartset-010/docx/090_Business_Case_Template_Blue_Theme_108ff0f1.docx	match	match	1	263	1	263	0
words/chartset-011/docx/015_Project_Timeline_Template_Colored_Background_6434b0e8.docx	match	match	2	211	2	211	0
words/chartset-011/docx/022_Unit_Circle_Chart_Circle_A_and_B_19dbf275.docx	match	match	1	1047	1	1047	0
words/chartset-011/docx/029_Unit_Circle_Chart_Pie_Theme_8a922142.docx	match	match	1	568	1	568	0
words/chartset-011/docx/039_Venn_Diagram_Template_Simple_Format_6f82661d.docx	match	match	1	161	1	161	0
words/chartset-011/docx/040_Venn_Diagram_Template_Three_Circle_80f32f5e.docx	match	match	1	240	1	240	0
words/chartset-011/docx/043_Visual_Product_Roadmap_Template_Customizable_Format_ee0fe5b1.docx	match	match	1	1099	1	1099	0
words/chartset-011/docx/061_Nursing_Concept_Map_Template_fb9816f0.docx	match	match	1	150	1	150	0
words/chartset-011/docx/064_Foot_Reflexology_Chart_Customizable_Format_79b7db06.docx	match	match	1	184	1	184	0
words/chartset-011/docx/065_Work_Breakdown_Structure_Template_Blue_Theme_2b207f62.docx	match	match	1	185	1	172	0
words/chartset-011/docx/068_Work_Breakdown_Structure_Template_Green_Theme_63e69ed8.docx	match	match	1	493	1	493	0
words/chartset-012/docx/008_Free_Genogram_Diagram_Template_Green_and_Yellow_Theme_9017c1a8.docx	match	match	1	295	1	295	0
words/chartset-012/docx/013_Project_Timeline_Template_Blue_Background_4ea3475e.docx	match	match	1	312	1	312	0
words/chartset-012/docx/021_Unit_Circle_Chart_3D_Pie_Chart_404247ab.docx	match	match	1	549	1	549	0
words/chartset-012/docx/024_Unit_Circle_Chart_Colorful_Circles_7c92601e.docx	words	match	1	557	1	557	0
words/chartset-012/docx/031_Venn_Diagram_Template_Blue_Theme_a9e417b8.docx	match	match	1	249	1	250	0
words/chartset-012/docx/044_Visual_Product_Roadmap_Template_Editable_Format_c232a2c0.docx	match	match	1	271	1	263	0
words/chartset-012/docx/050_Visual_Product_Roadmap_Template_Yellow_and_Blue_Theme_49b50744.docx	match	match	1	1288	1	1282	0
words/chartset-012/docx/055_Organogram_Template_Horizontal_Structure_28a7e725.docx	match	match	1	402	1	402	0
words/chartset-012/docx/095_Business_Case_Template_Easy_Format_61de7128.docx	match	match	1	348	1	348	0
words/chartset-012/docx/096_Business_Case_Template_Editable_Layout_41fe0bc0.docx	match	match	1	235	1	235	0
words/chartset-013/docx/038_Venn_Diagram_Template_Off_White_and_Blue_Theme_9dff385e.docx	match	match	1	180	1	180	0
words/chartset-013/docx/047_Visual_Product_Roadmap_Template_Professional_Layout_2ff4499e.docx	match	match	1	225	1	224	0
words/chartset-013/docx/048_Visual_Product_Roadmap_Template_Quality_Layout_f38f7aee.docx	match	match	1	402	1	402	0
words/chartset-013/docx/059_Disease_Concept_Map_Template_4acf63f2.docx	match	match	1	130	1	130	0
words/chartset-013/docx/060_Human_Body_Concept_Map_Template_ac872cfb.docx	match	match	1	138	1	138	0
words/chartset-013/docx/069_Work_Breakdown_Structure_Template_Professional_Format_1e02dce1.docx	match	match	1	298	1	298	0
words/chartset-013/docx/072_Storyboard_Template_Colored_Theme_28524a15.docx	match	match	1	197	1	197	0
words/chartset-013/docx/073_Storyboard_Template_Easy_to_Use_44ce05fc.docx	match	match	1	210	1	210	0
words/chartset-013/docx/075_Storyboard_Template_Fillable_Format_7fa01641.docx	match	match	1	316	1	316	0
words/chartset-013/docx/091_Business_Case_Template_Complete_Guide_cb91a140.docx	match	match	5	3134	5	3134	0
words/chartset-014/docx/011_Project_Timeline_Template_Beautiful_Theme_2336e680.docx	match	match	1	885	1	885	0
words/chartset-014/docx/014_Project_Timeline_Template_Blue_and_Green_Theme_a8311fa1.docx	match	match	1	820	1	820	0
words/chartset-014/docx/045_Visual_Product_Roadmap_Template_Excellent_Format_e364063c.docx	match	match	1	235	1	235	0
words/chartset-014/docx/062_Vocabulary_Concept_Map_Template_2f7c1c09.docx	match	match	1	76	1	76	0
words/chartset-014/docx/063_Foot_Reflexology_Chart_Complete_Guide_cf5ed992.docx	match	match	1	402	1	402	0
words/chartset-014/docx/070_Storyboard_Template_Blank_Format_fc41673a.docx	match	match	1	42	1	42	0
words/chartset-014/docx/071_Storyboard_Template_Cartoon_Theme_ae113de2.docx	match	match	1	141	1	141	0
words/chartset-014/docx/076_Storyboard_Template_Gray_Theme_1e5fd5e5.docx	match	match	1	10	1	10	0
words/chartset-014/docx/078_Storyboard_Template_Pink_and_Gray_Theme_ea89553f.docx	match	match	1	253	1	253	0
words/chartset-014/docx/079_Storyboard_Template_Simple_Format_81653703.docx	match	match	1	144	1	144	0
sheets/chartset-005/xlsx/004_Contextures_chart_sample_de7c0671.xlsx	words	words	4	900	4	879	0
sheets/chartset-005/xlsx/022_Pareto_Chart_Template_-_Pareto_Analysis_in_Excel_with_Pareto_Diagram_82b5a874.xlsx	match	match	2	937	2	941	0
sheets/chartset-005/xlsx/067_Basic_invoice_Use_this_template_1d35c3e9.xlsx	match	match	1	405	1	405	0
sheets/chartset-005/xlsx/073_Graph_paper_6e1a30eb.xlsx	match	match	4	371	4	371	0
sheets/chartset-005/xlsx/074_Idea_planner_bacaa123.xlsx	match	match	1	562	1	562	0
sheets/chartset-005/xlsx/091_Volunteer_Sign_Up_Sheet_Template_Colored_Background_2cb58d01.xlsx	match	match	1	258	1	258	0
sheets/chartset-005/xlsx/093_Volunteer_Sign_Up_Sheet_Template_Customizable_Format_3a4d6b58.xlsx	match	match	2	592	2	592	0
sheets/chartset-005/xlsx/095_Volunteer_Sign_Up_Sheet_Template_Fillable_Format_b3330009.xlsx	match	match	1	1784	1	1784	0
sheets/chartset-005/xlsx/096_Volunteer_Sign_Up_Sheet_Template_Green_Theme_b4f1809d.xlsx	match	match	2	1072	2	1072	0
sheets/chartset-005/xlsx/098_Volunteer_Sign_Up_Sheet_Template_Simple_Layout_080a06a1.xlsx	match	match	1	1593	1	1593	0
sheets/chartset-006/xlsx/005_Contextures_chart_sample_6e279b08.xlsx	match	match	8	1456	8	1456	0
sheets/chartset-006/xlsx/006_Contextures_chart_sample_afa23b53.xlsx	match	match	5	815	5	822	0
sheets/chartset-006/xlsx/044_Cash_flow_forecast_Use_this_template_b8fa1f35.xlsx	match	match	5	2336	5	2332	0
sheets/chartset-006/xlsx/052_Manufacturing_output_chart_88570318.xlsx	match	match	1	482	1	477	0
sheets/chartset-006/xlsx/061_Regional_sales_chart_cb9eb690.xlsx	match	match	1	424	1	423	0
sheets/chartset-006/xlsx/070_Equipment_inventory_list_Use_this_template_fd524c8a.xlsx	words	words	1	943	1	1004	0
sheets/chartset-006/xlsx/088_To-do_list_with_progress_tracker_Use_this_template_8c438912.xlsx	match	match	1	314	1	324	0
sheets/chartset-006/xlsx/089_Vintage_inventory_list_Use_this_template_f616cac0.xlsx	match	match	1	236	1	236	0
sheets/chartset-006/xls/011_Contextures_chart_sample_599b4392.xls	words	words	4	1477	4	1099	0
sheets/chartset-006/xls/014_Contextures_chart_sample_991ecfc5.xls	words	match	3	561	3	564	0
sheets/chartset-007/xlsm/003_Contextures_chart_sample_9bda2719.xlsm	words	words	6	1507	6	1426	0
sheets/chartset-007/xlsx/037_Personal_money_tracker_a57957bb.xlsx	match	match	5	2505	5	2476	0
sheets/chartset-007/xlsx/040_Blood_pressure_tracker_872b6833.xlsx	words	words	1	711	1	737	0
sheets/chartset-007/xlsx/050_Financial_vision_d44241e1.xlsx	match	match	1	400	1	400	0
sheets/chartset-007/xlsx/054_Problem_analysis_with_Pareto_chart_11058329.xlsx	words	words	1	429	1	299	0
sheets/chartset-007/xlsx/058_Social_media_engagement_data_cfa1cb18.xlsx	match	match	1	481	1	476	0
sheets/chartset-007/xlsx/063_Sales_pipeline_aec57013.xlsx	match	match	1	179	1	179	0
sheets/chartset-007/xlsx/082_Project_to_do_list_28f80082.xlsx	match	match	2	1127	2	1128	0
sheets/chartset-007/xlsx/083_Project_tracker_Use_this_template_b38d057c.xlsx	match	match	2	926	2	935	0
sheets/chartset-007/xlsx/090_Weekly_time_sheet_Use_this_template_0499cc43.xlsx	match	match	1	569	1	570	0
sheets/chartset-008/xlsx/008_Contextures_chart_sample_7ea7a1d7.xlsx	match	match	5	807	5	807	0
sheets/chartset-008/xlsx/021_Control_Chart_Template_-_Create_Control_Charts_in_Excel_fd3b1a5d.xlsx	match	match	5	3695	5	3695	0
sheets/chartset-008/xlsx/023_Waterfall_Chart_Template_for_Excel_349f7689.xlsx	match	match	5	3642	5	3661	0
sheets/chartset-008/xlsx/034_Personal_net_worth_calculator_f7b8fb57.xlsx	match	match	7	1069	7	1069	0
sheets/chartset-008/xlsx/046_Cost_analysis_with_Pareto_chart_7db5ef69.xlsx	match	match	1	625	1	629	0
sheets/chartset-008/xlsx/051_Manufacturer_defect_analysis_53db27ea.xlsx	words	words	1	450	1	320	0
sheets/chartset-008/xlsx/055_Project_timeline_with_milestones_Use_this_template_546cecc0.xlsx	words	words	2	1045	2	960	0
sheets/chartset-008/xlsx/092_Volunteer_Sign_Up_Sheet_Template_Complete_Guide_31fe4d22.xlsx	match	match	1	782	1	782	0
sheets/chartset-008/xlsx/094_Volunteer_Sign_Up_Sheet_Template_Editable_Format_6711b281.xlsx	match	match	1	832	1	832	0
sheets/chartset-008/xlsx/099_Volunteer_Sign_Up_Sheet_Template_Stylish_Format_c0cc35a6.xlsx	match	match	1	1054	1	1054	0
sheets/chartset-009/xlsx/015_Free_Gantt_Chart_Template_for_Excel_414e86bf.xlsx	match	match	8	8640	8	8640	0
sheets/chartset-009/xlsx/018_Weight_Loss_Chart_-_Free_Printable_Weight_Loss_Charts_and_Weight_Log_3337bd0a.xlsx	match	match	10	4808	10	4812	0
sheets/chartset-009/xlsx/024_Free_Kids_Chore_Chart_Template_ad74bb34.xlsx	match	match	3	1153	3	1153	0
sheets/chartset-009/xlsx/029_Annual_budget_Use_this_template_30324a97.xlsx	words	words	2	914	2	943	0
sheets/chartset-009/xlsx/041_Business_budget_ef942467.xlsx	match	match	4	1359	4	1359	0
sheets/chartset-009/xlsx/053_Personal_asset_inventory_5446d84b.xlsx	pages,words	pages,words	2	226	4	266	0
sheets/chartset-009/xlsx/056_Quarterly_sale_report_baa6bb0d.xlsx	match	match	4	629	4	629	0
sheets/chartset-009/xlsx/075_Idea_planner_tasks_f44ebd73.xlsx	match	match	1	504	1	503	0
sheets/chartset-009/xlsx/081_Project_performance_report_Use_this_template_be2468b3.xlsx	match	match	2	2032	2	2032	0
sheets/chartset-009/xlsx/085_Simple_Gantt_chart_d65b8377.xlsx	match	match	3	3056	3	3043	0
sheets/chartset-010/xlsx/047_Date_tracker_Gantt_chart_bf34f3a8.xlsx	pages,words	pages,words	8	3366	5	3058	0
sheets/chartset-010/xlsx/062_Run_chart_cb7476ea.xlsx	pages,words	match	2	645	2	643	0
sheets/chartset-010/xlsx/065_Weight_loss_tracker_ff1c89af.xlsx	words	words	2	308	2	340	0
sheets/chartset-010/xlsx/069_Blue_modern_balance_sheet_Use_this_template_6b4d70d3.xlsx	match	match	4	1091	4	1091	0
sheets/chartset-010/xlsx/072_Gantt_project_planner_dde00e33.xlsx	match	match	1	780	1	780	0
sheets/chartset-010/xlsx/078_Modern_inventory_list_Use_this_template_41abd5bf.xlsx	match	match	1	1073	1	1073	0
sheets/chartset-010/xlsx/079_Org_charts_visual_248d1dcf.xlsx	match	match	3	1828	3	1828	0
sheets/chartset-010/xlsx/084_Service_invoice_Use_this_template_c92b43dc.xlsx	match	match	3	1231	3	1232	0
sheets/chartset-010/xlsx/086_Simple_grey_invoice_Use_this_template_063b3773.xlsx	match	match	1	467	1	468	0
sheets/chartset-010/xlsx/100_Volunteer_Sign_Up_Sheet_Template_Tabular_Format_0975f34e.xlsx	match	match	1	687	1	687	0
sheets/chartset-011/xlsm/007_Contextures_chart_sample_667d8e47.xlsm	match	match	7	1849	7	1836	0
sheets/chartset-011/xlsx/010_Contextures_chart_sample_e6ea06a3.xlsx	match	match	6	1044	6	1044	0
sheets/chartset-011/xlsx/028_Budget_summary_report_4aeefd13.xlsx	match	match	4	3038	4	3038	0
sheets/chartset-011/xlsx/030_Basic_balance_sheet_Use_this_template_10ed9144.xlsx	words	words	8	1644	8	1727	0
sheets/chartset-011/xlsx/042_Business_monthly_budget_4e4d092f.xlsx	words	match	4	1567	4	1567	0
sheets/chartset-011/xlsx/057_Simple_balance_sheet_Use_this_template_e2d4cbb2.xlsx	pages,words	words	3	1877	3	2185	0
sheets/chartset-011/xlsx/060_Monthly_company_budget_47b2a99a.xlsx	match	match	4	1659	4	1659	0
sheets/chartset-011/xlsx/066_Agile_Gantt_chart_08f9de45.xlsx	match	match	5	3065	5	3021	0
sheets/chartset-011/xlsx/071_Four-week_project_timeline_Use_this_template_4f05db49.xlsx	match	match	1	401	1	400	0
sheets/chartset-011/xlsx/077_Inventory_list_with_highlighting_Use_this_template_36d8d57a.xlsx	match	match	1	1058	1	1058	0
sheets/chartset-012/xlsx/002_Contextures_chart_sample_f605e7bc.xlsx	words	words	8	1998	8	1953	0
sheets/chartset-012/xlsx/009_Contextures_chart_sample_adcb3f6c.xlsx	match	match	12	1289	12	1269	0
sheets/chartset-012/xlsx/012_Contextures_chart_sample_9900da76.xlsx	match	match	6	648	6	648	0
sheets/chartset-012/xlsx/013_Contextures_chart_sample_21b98e22.xlsx	match	match	7	837	7	830	0
sheets/chartset-012/xlsx/020_Free_Blood_Pressure_Chart_and_Printable_Blood_Pressure_Log_8f8dcc39.xlsx	words	words	6	1038	6	987	0
sheets/chartset-012/xlsx/026_Monthly_cash_flow_statement_Use_this_template_8aaebea1.xlsx	match	match	11	7852	11	7935	0
sheets/chartset-012/xlsx/036_Simple_to-do_list_Use_this_template_ba44373b.xlsx	match	match	4	354	4	354	0
sheets/chartset-012/xlsx/068_Blue_inventory_list_Use_this_template_f9908489.xlsx	words	match	4	1196	4	1199	0
sheets/chartset-012/xlsx/080_Profit_and_loss_income_statement_3566dae9.xlsx	match	match	3	3633	3	3633	0
sheets/chartset-012/xlsx/097_Volunteer_Sign_Up_Sheet_Template_Professional_Format_075d06ed.xlsx	match	match	1	941	1	941	0
